date,gve_sum,gve_ha
1980,5537.0146,0.493
1981,5491.6327,0.489
1982,5446.2508,0.4849
1983,5400.8688,0.4809
1984,5355.4869,0.4768
1985,5310.105,0.4728
1986,5252.9811,0.4677
1987,5195.8572,0.4626
1988,5138.7334,0.4575
1989,5081.6095,0.4525
1990,5024.4856,0.4474
1991,4956.4757,0.4413
1992,4888.4657,0.4353
1993,4820.4558,0.4292
1994,4752.4458,0.4232
1995,4684.4359,0.4171
1996,4616.4259,0.411
1997,4573.9666,0.4073
1998,4495.6001,0.4003
1999,4636.0316,0.4128
2000,4766.9824,0.4244
2001,4770.9159,0.4248
2002,4813.8292,0.4286
2003,4771.9532,0.4249
2004,4484.3159,0.3993
2005,4615.4904,0.411
2006,4586.8778,0.4084
2007,4437.8606,0.3951
2008,4516.6674,0.4022
2009,4426.4047,0.3941
2010,4401.5168,0.3919
2011,4330.3644,0.3856
2012,4595.8125,0.4092
2013,4491.2995,0.3999
2014,4535.1977,0.4038
2015,4479.7851,0.3989
2016,4450.403,0.3963
2017,4490.3034,0.3998
2018,4422.729,0.3938
2019,4449.3021,0.3962
2020,4455.2239,0.3967
