date,gve_sum,gve_ha
1980,9082.2871,0.1865
1981,9122.2297,0.1873
1982,9162.1723,0.1881
1983,9202.1149,0.1889
1984,9242.0575,0.1898
1985,9282.0001,0.1906
1986,9481.2026,0.1947
1987,9680.405,0.1988
1988,9879.6074,0.2029
1989,10078.8098,0.2069
1990,10278.0122,0.211
1991,10224.2442,0.2099
1992,10170.4762,0.2088
1993,10116.7082,0.2077
1994,10062.9402,0.2066
1995,10009.1723,0.2055
1996,9955.4043,0.2044
1997,9734.2652,0.1999
1998,9806.6565,0.2014
1999,10010.4347,0.2055
2000,9856.7168,0.2024
2001,9973.8784,0.2048
2002,9956.3575,0.2044
2003,9950.758,0.2043
2004,9983.9667,0.205
2005,10011.1147,0.2056
2006,10224.61,0.2099
2007,10001.2735,0.2053
2008,10177.79,0.209
2009,9965.5209,0.2046
2010,9949.0156,0.2043
2011,9745.4935,0.2001
2012,9866.2651,0.2026
2013,9764.834,0.2005
2014,9416.3638,0.1933
2015,9216.4674,0.1892
2016,9299.4121,0.1909
2017,9294.7205,0.1908
2018,9338.175,0.1917
2019,9333.6691,0.1916
2020,9088.3326,0.1866
