date,gve_sum,gve_ha
1980,9088.1193,0.4474
1981,8950.8551,0.4407
1982,8813.5909,0.4339
1983,8676.3266,0.4272
1984,8539.0624,0.4204
1985,8401.7982,0.4136
1986,8372.4243,0.4122
1987,8343.0503,0.4107
1988,8313.6764,0.4093
1989,8284.3025,0.4079
1990,8254.9286,0.4064
1991,8249.3498,0.4061
1992,8243.7711,0.4059
1993,8238.1923,0.4056
1994,8232.6136,0.4053
1995,8227.0348,0.405
1996,8221.456,0.4048
1997,8034.3348,0.3955
1998,8207.7359,0.4041
1999,8642.6921,0.4255
2000,8755.8189,0.4311
2001,9134.2753,0.4497
2002,9418.4274,0.4637
2003,9427.6418,0.4641
2004,9335.4951,0.4596
2005,9591.9069,0.4722
2006,9997.3893,0.4922
2007,10041.4847,0.4944
2008,10375.8845,0.5108
2009,10444.5288,0.5142
2010,10217.2134,0.503
2011,10295.312,0.5069
2012,10139.0166,0.4992
2013,10377.9858,0.5109
2014,10115.0996,0.498
2015,10041.3786,0.4944
2016,10123.0536,0.4984
2017,10104.5595,0.4975
2018,9838.81,0.4844
2019,9688.6744,0.477
2020,9579.7813,0.4716
