date,gve_sum,gve_ha
1980,25339.7,0.572
1981,25378.9987,0.5729
1982,25418.2974,0.5738
1983,25457.5961,0.5747
1984,25496.8948,0.5756
1985,25536.1934,0.5764
1986,25660.6286,0.5792
1987,25785.0638,0.5821
1988,25909.499,0.5849
1989,26033.9342,0.5877
1990,26158.3694,0.5905
1991,25918.284,0.5851
1992,25678.1986,0.5796
1993,25438.1132,0.5742
1994,25198.0278,0.5688
1995,24957.9425,0.5634
1996,24717.8571,0.558
1997,24098.0938,0.544
1998,24146.4007,0.5451
1999,24874.0165,0.5615
2000,24393.5354,0.5506
2001,25008.4546,0.5645
2002,24768.2157,0.5591
2003,24734.2796,0.5583
2004,24815.6846,0.5602
2005,24793.4595,0.5597
2006,24923.6814,0.5626
2007,24779.5699,0.5594
2008,25209.2347,0.5691
2009,24713.7719,0.5579
2010,24491.7629,0.5529
2011,24685.9122,0.5572
2012,24597.5627,0.5552
2013,24246.3412,0.5473
2014,23723.6833,0.5355
2015,23589.0479,0.5325
2016,23589.8026,0.5325
2017,23474.496,0.5299
2018,23406.2198,0.5284
2019,23106.102,0.5216
2020,22728.39,0.5131
