date,gve_sum,gve_ha
1980,20.624,0.0086
1981,20.4311,0.0086
1982,20.2382,0.0085
1983,20.0453,0.0084
1984,19.8524,0.0083
1985,19.6595,0.0082
1986,19.6165,0.0082
1987,19.5735,0.0082
1988,19.5305,0.0082
1989,19.4874,0.0082
1990,19.4444,0.0082
1991,19.2106,0.0081
1992,18.9768,0.008
1993,18.743,0.0079
1994,18.5092,0.0078
1995,18.2753,0.0077
1996,18.0415,0.0076
1997,17.6905,0.0074
1998,17.622,0.0074
1999,18.0707,0.0076
2000,18.0635,0.0076
2001,18.2549,0.0077
2002,18.2041,0.0076
2003,17.9798,0.0075
2004,17.8096,0.0075
2005,18.0924,0.0076
2006,18.1918,0.0076
2007,18.1714,0.0076
2008,18.4715,0.0077
2009,18.2451,0.0076
2010,18.2841,0.0077
2011,18.1305,0.0076
2012,18.0941,0.0076
2013,17.9286,0.0075
2014,17.7902,0.0075
2015,17.6636,0.0074
2016,17.5886,0.0074
2017,17.5529,0.0074
2018,17.5274,0.0073
2019,17.2818,0.0072
2020,17.2081,0.0072
