date,gve_sum,gve_ha
1980,143453.9201,0.2527
1981,142187.205,0.2505
1982,140920.4898,0.2483
1983,139653.7746,0.246
1984,138387.0594,0.2438
1985,137120.3443,0.2416
1986,137784.9709,0.2427
1987,138449.5975,0.2439
1988,139114.2241,0.2451
1989,139778.8507,0.2463
1990,140443.4773,0.2474
1991,139040.389,0.245
1992,137637.3006,0.2425
1993,136234.2122,0.24
1994,134831.1238,0.2375
1995,133428.0355,0.2351
1996,132024.9471,0.2326
1997,129774.3677,0.2286
1998,128016.0294,0.2255
1999,131770.8964,0.2322
2000,131785.1143,0.2322
2001,131888.5619,0.2324
2002,131588.0936,0.2318
2003,130273.383,0.2295
2004,128184.4732,0.2258
2005,130857.9802,0.2305
2006,132106.9878,0.2327
2007,131081.8322,0.2309
2008,133223.4738,0.2347
2009,132580.1411,0.2336
2010,133365.2751,0.235
2011,131907.7894,0.2324
2012,130644.5019,0.2302
2013,129134.6578,0.2275
2014,126340.5977,0.2226
2015,125630.1318,0.2213
2016,125159.2838,0.2205
2017,125204.157,0.2206
2018,124013.8915,0.2185
2019,121642.8814,0.2143
2020,120653.2671,0.2126
