date,gve_sum,gve_ha
1980,512696.4097,0.5156
1981,507500.185,0.5104
1982,502303.9604,0.5051
1983,497107.7357,0.4999
1984,491911.511,0.4947
1985,486715.2864,0.4895
1986,485027.0348,0.4878
1987,483338.7832,0.4861
1988,481650.5316,0.4844
1989,479962.28,0.4827
1990,478274.0283,0.481
1991,473072.952,0.4757
1992,467871.8757,0.4705
1993,462670.7993,0.4653
1994,457469.723,0.4601
1995,452268.6467,0.4548
1996,447067.5703,0.4496
1997,439530.048,0.442
1998,437923.21,0.4404
1999,448483.2072,0.451
2000,444911.3233,0.4474
2001,452756.6902,0.4553
2002,450352.3393,0.4529
2003,443969.0947,0.4465
2004,440240.1101,0.4427
2005,444555.5994,0.4471
2006,446177.0649,0.4487
2007,447055.0865,0.4496
2008,454918.6321,0.4575
2009,449333.6702,0.4519
2010,446246.0293,0.4488
2011,444376.3638,0.4469
2012,447723.7221,0.4502
2013,442459.5373,0.445
2014,441034.8668,0.4435
2015,436759.8776,0.4392
2016,432582.8539,0.435
2017,429182.7834,0.4316
2018,427346.2974,0.4298
2019,422339.5123,0.4247
2020,419017.5966,0.4214
