date,gve_sum,gve_ha
1980,46646.2374,1.2686
1981,46634.1437,1.2682
1982,46622.0501,1.2679
1983,46609.9564,1.2676
1984,46597.8628,1.2672
1985,46585.7691,1.2669
1986,46641.9587,1.2684
1987,46698.1482,1.27
1988,46754.3378,1.2715
1989,46810.5273,1.273
1990,46866.7169,1.2746
1991,46196.8087,1.2563
1992,45526.9006,1.2381
1993,44856.9924,1.2199
1994,44187.0843,1.2017
1995,43517.1762,1.1835
1996,42847.268,1.1652
1997,43423.4971,1.1809
1998,43171.7671,1.1741
1999,43402.3578,1.1803
2000,44273.1735,1.204
2001,45343.4006,1.2331
2002,45775.9913,1.2449
2003,45305.6669,1.2321
2004,45746.854,1.2441
2005,46047.794,1.2523
2006,46852.8583,1.2742
2007,47676.0516,1.2966
2008,47875.9057,1.302
2009,47604.6553,1.2946
2010,47822.7576,1.3006
2011,47904.6465,1.3028
2012,47200.0781,1.2836
2013,47801.7122,1.3
2014,47699.1551,1.2972
2015,47426.6765,1.2898
2016,47323.0666,1.287
2017,47542.4371,1.2929
2018,47925.5971,1.3034
2019,46841.0178,1.2739
2020,47076.4001,1.2803
