date,gve_sum,gve_ha
1980,14282.7486,0.5019
1981,14171.2484,0.498
1982,14059.7483,0.494
1983,13948.2481,0.4901
1984,13836.748,0.4862
1985,13725.2479,0.4823
1986,13705.8864,0.4816
1987,13686.5249,0.4809
1988,13667.1635,0.4802
1989,13647.802,0.4796
1990,13628.4406,0.4789
1991,13515.9911,0.4749
1992,13403.5416,0.471
1993,13291.0921,0.467
1994,13178.6426,0.4631
1995,13066.1931,0.4591
1996,12953.7436,0.4552
1997,12530.9396,0.4403
1998,12600.4697,0.4428
1999,13054.1102,0.4587
2000,13024.0199,0.4576
2001,13133.9625,0.4615
2002,13171.3821,0.4628
2003,13054.9406,0.4587
2004,12643.5791,0.4443
2005,13085.0505,0.4598
2006,13293.0364,0.4671
2007,13270.9626,0.4663
2008,13698.2139,0.4813
2009,13273.4482,0.4664
2010,13548.4971,0.4761
2011,13320.8638,0.4681
2012,13096.7323,0.4602
2013,13150.0059,0.4621
2014,13128.309,0.4613
2015,13000.7755,0.4568
2016,13027.1245,0.4578
2017,12912.4881,0.4537
2018,12698.5515,0.4462
2019,12628.842,0.4438
2020,12576.3489,0.4419
