date,gve_sum,gve_ha
1980,121.1134,0.0157
1981,118.4604,0.0153
1982,115.8075,0.015
1983,113.1546,0.0146
1984,110.5016,0.0143
1985,107.8487,0.014
1986,108.7139,0.0141
1987,109.5791,0.0142
1988,110.4443,0.0143
1989,111.3096,0.0144
1990,112.1748,0.0145
1991,112.0544,0.0145
1992,111.934,0.0145
1993,111.8137,0.0145
1994,111.6933,0.0144
1995,111.5729,0.0144
1996,111.4526,0.0144
1997,111.9886,0.0145
1998,109.7043,0.0142
1999,108.2881,0.014
2000,103.7084,0.0134
2001,103.2007,0.0133
2002,101.4531,0.0131
2003,103.6797,0.0134
2004,107.3827,0.0139
2005,106.409,0.0138
2006,103.2986,0.0134
2007,102.4151,0.0132
2008,104.4022,0.0135
2009,106.843,0.0138
2010,105.4293,0.0136
2011,106.0449,0.0137
2012,103.0691,0.0133
2013,99.5517,0.0129
2014,99.3132,0.0128
2015,96.1148,0.0124
2016,97.1328,0.0126
2017,95.7276,0.0124
2018,93.237,0.0121
2019,92.269,0.0119
2020,86.753,0.0112
