date,gve_sum,gve_ha
1980,1032.2357,0.2219
1981,995.4642,0.214
1982,958.6926,0.2061
1983,921.9211,0.1982
1984,885.1495,0.1903
1985,848.378,0.1824
1986,821.4851,0.1766
1987,794.5921,0.1708
1988,767.6992,0.1651
1989,740.8063,0.1593
1990,713.9134,0.1535
1991,738.9069,0.1589
1992,763.9004,0.1642
1993,788.8939,0.1696
1994,813.8874,0.175
1995,838.8809,0.1804
1996,863.8743,0.1857
1997,827.4731,0.1779
1998,836.3999,0.1798
1999,826.0982,0.1776
2000,847.5789,0.1822
2001,886.8737,0.1907
2002,779.7478,0.1677
2003,766.1086,0.1647
2004,753.1133,0.1619
2005,831.1483,0.1787
2006,837.6567,0.1801
2007,783.7952,0.1685
2008,866.0922,0.1862
2009,835.1293,0.1796
2010,862.8979,0.1855
2011,801.9147,0.1724
2012,817.4344,0.1758
2013,879.853,0.1892
2014,799.7875,0.172
2015,802.1427,0.1725
2016,825.265,0.1774
2017,871.7143,0.1874
2018,872.7061,0.1876
2019,900.5026,0.1936
2020,893.5651,0.1921
