date,gve_sum,gve_ha
1980,1335662.0171,0.5039
1981,1323619.0363,0.4993
1982,1311576.0556,0.4948
1983,1299533.0748,0.4902
1984,1287490.094,0.4857
1985,1275447.1133,0.4812
1986,1272072.337,0.4799
1987,1268697.5607,0.4786
1988,1265322.7844,0.4773
1989,1261948.0081,0.4761
1990,1258573.2319,0.4748
1991,1242497.786,0.4687
1992,1226422.3402,0.4627
1993,1210346.8944,0.4566
1994,1194271.4485,0.4505
1995,1178196.0027,0.4445
1996,1162120.5569,0.4384
1997,1138119.0431,0.4293
1998,1133288.57,0.4275
1999,1163147.3136,0.4388
2000,1163245.8632,0.4388
2001,1175722.2218,0.4435
2002,1170344.0298,0.4415
2003,1153306.5353,0.4351
2004,1145060.2694,0.432
2005,1162197.8024,0.4384
2006,1169107.6619,0.441
2007,1165116.8137,0.4395
2008,1184143.3823,0.4467
2009,1168324.635,0.4407
2010,1169955.2919,0.4414
2011,1164815.654,0.4394
2012,1162648.5756,0.4386
2013,1152309.5988,0.4347
2014,1144570.2884,0.4318
2015,1137028.6444,0.4289
2016,1130836.53,0.4266
2017,1125954.5896,0.4248
2018,1125154.7739,0.4245
2019,1107966.5844,0.418
2020,1101664.9117,0.4156
