date,gve_sum,gve_ha
1980,3925.632,0.1031
1981,3911.3094,0.1027
1982,3896.9869,0.1024
1983,3882.6643,0.102
1984,3868.3418,0.1016
1985,3854.0193,0.1012
1986,3922.9868,0.103
1987,3991.9543,0.1049
1988,4060.9218,0.1067
1989,4129.8893,0.1085
1990,4198.8568,0.1103
1991,4160.1021,0.1093
1992,4121.3473,0.1083
1993,4082.5926,0.1072
1994,4043.8378,0.1062
1995,4005.0831,0.1052
1996,3966.3284,0.1042
1997,3859.1598,0.1014
1998,3958.7574,0.104
1999,4080.1983,0.1072
2000,3879.5237,0.1019
2001,3921.2875,0.103
2002,3895.264,0.1023
2003,3883.5314,0.102
2004,3830.5564,0.1006
2005,3819.4475,0.1003
2006,3884.0216,0.102
2007,3842.4205,0.1009
2008,3868.3749,0.1016
2009,3771.6586,0.0991
2010,3814.1994,0.1002
2011,3734.8398,0.0981
2012,3775.3604,0.0992
2013,3715.9034,0.0976
2014,3593.5723,0.0944
2015,3531.772,0.0928
2016,3577.3009,0.094
2017,3546.8564,0.0932
2018,3541.5125,0.093
2019,3506.7933,0.0921
2020,3445.4568,0.0905
