date,gve_sum,gve_ha
1980,33964.0811,0.71
1981,34025.7957,0.7113
1982,34087.5103,0.7125
1983,34149.225,0.7138
1984,34210.9396,0.7151
1985,34272.6542,0.7164
1986,34495.1903,0.7211
1987,34717.7264,0.7257
1988,34940.2625,0.7304
1989,35162.7986,0.735
1990,35385.3347,0.7397
1991,34884.4157,0.7292
1992,34383.4968,0.7187
1993,33882.5778,0.7083
1994,33381.6589,0.6978
1995,32880.7399,0.6873
1996,32379.821,0.6768
1997,31911.4982,0.6671
1998,32094.9837,0.6709
1999,33368.0232,0.6975
2000,33474.5542,0.6997
2001,34055.1062,0.7119
2002,34188.8024,0.7147
2003,33829.7618,0.7072
2004,34459.4164,0.7203
2005,34940.114,0.7304
2006,35143.0733,0.7346
2007,34641.2454,0.7241
2008,35025.8251,0.7322
2009,34619.6338,0.7237
2010,33887.4787,0.7084
2011,34126.1944,0.7134
2012,34136.7339,0.7136
2013,34396.6684,0.719
2014,33799.0035,0.7065
2015,33886.1314,0.7083
2016,34042.6327,0.7116
2017,34043.6573,0.7116
2018,34711.6995,0.7256
2019,34225.5289,0.7154
2020,34103.9977,0.7129
