date,gve_sum,gve_ha
1980,935872.6113,0.5326
1981,927585.6929,0.5279
1982,919298.7746,0.5232
1983,911011.8563,0.5184
1984,902724.938,0.5137
1985,894438.0197,0.509
1986,891869.4295,0.5076
1987,889300.8394,0.5061
1988,886732.2492,0.5046
1989,884163.659,0.5032
1990,881595.0689,0.5017
1991,870496.0504,0.4954
1992,859397.032,0.4891
1993,848298.0135,0.4828
1994,837198.9951,0.4764
1995,826099.9766,0.4701
1996,815000.9582,0.4638
1997,799746.6706,0.4551
1998,796994.458,0.4536
1999,816033.5282,0.4644
2000,815263.2702,0.464
2001,825726.6022,0.4699
2002,823329.5275,0.4686
2003,811194.3607,0.4616
2004,806447.5078,0.4589
2005,816342.7962,0.4646
2006,819512.7509,0.4664
2007,819784.2444,0.4665
2008,831091.1322,0.473
2009,818918.8731,0.466
2010,816713.4139,0.4648
2011,814313.8551,0.4634
2012,814795.5125,0.4637
2013,807863.6394,0.4597
2014,804652.0311,0.4579
2015,798577.8503,0.4545
2016,793990.4259,0.4519
2017,789651.8215,0.4494
2018,789934.9914,0.4495
2019,779861.5932,0.4438
2020,774412.7585,0.4407
