date,gve_sum,gve_ha
1980,9693.2287,0.158
1981,9620.991,0.1568
1982,9548.7533,0.1557
1983,9476.5156,0.1545
1984,9404.2779,0.1533
1985,9332.0402,0.1521
1986,9553.7383,0.1557
1987,9775.4364,0.1594
1988,9997.1345,0.163
1989,10218.8326,0.1666
1990,10440.5307,0.1702
1991,10384.5985,0.1693
1992,10328.6663,0.1684
1993,10272.734,0.1675
1994,10216.8018,0.1666
1995,10160.8696,0.1656
1996,10104.9373,0.1647
1997,10033.3729,0.1636
1998,9781.3022,0.1595
1999,10023.1604,0.1634
2000,9850.8312,0.1606
2001,9767.1811,0.1592
2002,9772.4692,0.1593
2003,9820.1857,0.1601
2004,9613.6778,0.1567
2005,9675.5114,0.1577
2006,9913.224,0.1616
2007,9791.2249,0.1596
2008,9875.7043,0.161
2009,9723.5306,0.1585
2010,9508.6072,0.155
2011,9383.3872,0.153
2012,9337.9415,0.1522
2013,9196.2116,0.1499
2014,8845.0108,0.1442
2015,8839.4327,0.1441
2016,8887.5894,0.1449
2017,8972.3398,0.1463
2018,8822.0614,0.1438
2019,8522.3391,0.1389
2020,8416.4294,0.1372
