date,gve_sum,gve_ha
1980,144009.3607,0.2529
1981,142736.3619,0.2507
1982,141463.3631,0.2485
1983,140190.3642,0.2462
1984,138917.3654,0.244
1985,137644.3666,0.2417
1986,138287.0596,0.2429
1987,138929.7527,0.244
1988,139572.4458,0.2451
1989,140215.1388,0.2463
1990,140857.8319,0.2474
1991,139449.9319,0.2449
1992,138042.0318,0.2424
1993,136634.1318,0.24
1994,135226.2318,0.2375
1995,133818.3317,0.235
1996,132410.4317,0.2326
1997,130168.585,0.2286
1998,128398.6828,0.2255
1999,132160.4683,0.2321
2000,132146.6192,0.2321
2001,132267.1249,0.2323
2002,131957.5079,0.2318
2003,130658.3315,0.2295
2004,128551.7529,0.2258
2005,131245.5251,0.2305
2006,132477.7498,0.2327
2007,131472.1923,0.2309
2008,133611.9716,0.2347
2009,132950.0863,0.2335
2010,133746.1258,0.2349
2011,132321.7166,0.2324
2012,131029.9353,0.2301
2013,129514.7598,0.2275
2014,126735.2805,0.2226
2015,126024.8727,0.2213
2016,125559.501,0.2205
2017,125594.8778,0.2206
2018,124341.1294,0.2184
2019,121925.9945,0.2141
2020,120996.2763,0.2125
