date,gve_sum,gve_ha
1980,18625.4744,0.4773
1981,18562.5065,0.4757
1982,18499.5386,0.4741
1983,18436.5707,0.4725
1984,18373.6027,0.4708
1985,18310.6348,0.4692
1986,18402.9326,0.4716
1987,18495.2304,0.474
1988,18587.5281,0.4763
1989,18679.8259,0.4787
1990,18772.1237,0.4811
1991,18823.4234,0.4824
1992,18874.7231,0.4837
1993,18926.0229,0.485
1994,18977.3226,0.4863
1995,19028.6223,0.4876
1996,19079.9221,0.4889
1997,18814.0015,0.4821
1998,18862.5372,0.4834
1999,19577.4574,0.5017
2000,19709.0454,0.5051
2001,20121.1862,0.5156
2002,20057.5426,0.514
2003,20019.9968,0.513
2004,19606.4489,0.5024
2005,20033.6907,0.5134
2006,20095.3471,0.515
2007,20165.3319,0.5168
2008,20596.313,0.5278
2009,20702.971,0.5305
2010,20310.7112,0.5205
2011,19952.5193,0.5113
2012,20291.8312,0.52
2013,19915.1095,0.5103
2014,19600.5399,0.5023
2015,19712.4678,0.5051
2016,19877.4444,0.5094
2017,19934.5539,0.5108
2018,19875.0794,0.5093
2019,20103.2314,0.5152
2020,19641.6709,0.5033
