date,gve_sum,gve_ha
1980,18595.8882,0.1154
1981,18367.9773,0.114
1982,18140.0664,0.1126
1983,17912.1556,0.1111
1984,17684.2447,0.1097
1985,17456.3338,0.1083
1986,17783.6895,0.1103
1987,18111.0452,0.1124
1988,18438.4009,0.1144
1989,18765.7566,0.1164
1990,19093.1123,0.1185
1991,18992.0718,0.1178
1992,18891.0313,0.1172
1993,18789.9908,0.1166
1994,18688.9503,0.116
1995,18587.9098,0.1153
1996,18486.8693,0.1147
1997,18087.6055,0.1122
1998,18024.5239,0.1118
1999,18308.5009,0.1136
2000,18335.3828,0.1138
2001,18579.4117,0.1153
2002,18532.9928,0.115
2003,18438.3959,0.1144
2004,17936.4346,0.1113
2005,18224.4228,0.1131
2006,18413.8744,0.1142
2007,18299.1165,0.1135
2008,18681.1287,0.1159
2009,18759.9141,0.1164
2010,18972.8395,0.1177
2011,18466.1604,0.1146
2012,18212.5826,0.113
2013,18140.7187,0.1126
2014,17801.6281,0.1105
2015,17497.8843,0.1086
2016,17315.7043,0.1074
2017,17425.276,0.1081
2018,17244.462,0.107
2019,16779.2258,0.1041
2020,16641.2287,0.1033
