date,gve_sum,gve_ha
1980,2442.6304,0.0324
1981,2397.8539,0.0318
1982,2353.0773,0.0312
1983,2308.3008,0.0306
1984,2263.5243,0.03
1985,2218.7477,0.0294
1986,2217.6308,0.0294
1987,2216.514,0.0294
1988,2215.3971,0.0294
1989,2214.2803,0.0294
1990,2213.1634,0.0293
1991,2192.6949,0.0291
1992,2172.2264,0.0288
1993,2151.7579,0.0285
1994,2131.2893,0.0283
1995,2110.8208,0.028
1996,2090.3523,0.0277
1997,2010.4979,0.0267
1998,2007.7551,0.0266
1999,1979.9398,0.0262
2000,1886.2117,0.025
2001,1913.8223,0.0254
2002,1896.4166,0.0251
2003,1881.2119,0.0249
2004,1919.1624,0.0254
2005,1892.4059,0.0251
2006,1941.6004,0.0257
2007,1981.1537,0.0263
2008,2050.5754,0.0272
2009,1992.2051,0.0264
2010,2030.3755,0.0269
2011,1801.6722,0.0239
2012,2146.2761,0.0285
2013,2044.8135,0.0271
2014,2046.4854,0.0271
2015,1679.9877,0.0223
2016,1714.8368,0.0227
2017,1711.7845,0.0227
2018,1757.6367,0.0233
2019,2273.1372,0.0301
2020,2323.9265,0.0308
