date,gve_sum,gve_ha
1980,7737.0815,0.7345
1981,7596.3846,0.7211
1982,7455.6877,0.7078
1983,7314.9908,0.6944
1984,7174.2939,0.6811
1985,7033.597,0.6677
1986,6875.1354,0.6527
1987,6716.6737,0.6376
1988,6558.2121,0.6226
1989,6399.7505,0.6075
1990,6241.2888,0.5925
1991,6140.7233,0.5829
1992,6040.1577,0.5734
1993,5939.5922,0.5638
1994,5839.0266,0.5543
1995,5738.4611,0.5448
1996,5637.8955,0.5352
1997,5838.0301,0.5542
1998,5637.9276,0.5352
1999,5765.1085,0.5473
2000,5801.7969,0.5508
2001,5769.6989,0.5477
2002,5487.1984,0.5209
2003,5469.7618,0.5192
2004,5330.0951,0.506
2005,5204.7332,0.4941
2006,5096.6721,0.4838
2007,5207.514,0.4944
2008,5225.6216,0.4961
2009,5173.5659,0.4911
2010,4913.8848,0.4665
2011,5009.109,0.4755
2012,4971.0484,0.4719
2013,4723.9049,0.4484
2014,5112.4825,0.4853
2015,5025.1408,0.477
2016,5042.284,0.4787
2017,4810.5502,0.4567
2018,4695.1301,0.4457
2019,4569.9441,0.4338
2020,4474.0751,0.4247
