date,gve_sum,gve_ha
1980,10439.3302,0.0648
1981,10311.2663,0.064
1982,10183.2025,0.0632
1983,10055.1386,0.0624
1984,9927.0748,0.0616
1985,9799.0109,0.0608
1986,9924.7187,0.0616
1987,10050.4266,0.0624
1988,10176.1344,0.0632
1989,10301.8423,0.064
1990,10427.5501,0.0647
1991,10367.7977,0.0644
1992,10308.0453,0.064
1993,10248.2929,0.0636
1994,10188.5405,0.0632
1995,10128.7881,0.0629
1996,10069.0357,0.0625
1997,9947.1136,0.0617
1998,9970.7192,0.0619
1999,10089.3356,0.0626
2000,9958.6934,0.0618
2001,9689.5606,0.0602
2002,9737.1762,0.0604
2003,9993.2385,0.062
2004,9563.3303,0.0594
2005,9767.8659,0.0606
2006,9826.1613,0.061
2007,9710.0816,0.0603
2008,9727.0513,0.0604
2009,9632.9251,0.0598
2010,9798.9018,0.0608
2011,9638.4816,0.0598
2012,9637.8798,0.0598
2013,9447.7283,0.0586
2014,9431.8475,0.0586
2015,9031.4208,0.0561
2016,9047.0555,0.0562
2017,9131.7042,0.0567
2018,8946.1189,0.0555
2019,8867.6246,0.055
2020,8824.389,0.0548
