date,gve_sum,gve_ha
1980,495.2916,0.172
1981,498.9062,0.1733
1982,502.5207,0.1745
1983,506.1353,0.1758
1984,509.7498,0.1771
1985,513.3644,0.1783
1986,520.381,0.1808
1987,527.3976,0.1832
1988,534.4142,0.1856
1989,541.4308,0.1881
1990,548.4474,0.1905
1991,545.2485,0.1894
1992,542.0495,0.1883
1993,538.8505,0.1872
1994,535.6515,0.1861
1995,532.4526,0.1849
1996,529.2536,0.1838
1997,519.7158,0.1805
1998,520.148,0.1807
1999,543.3554,0.1887
2000,542.6276,0.1885
2001,541.9958,0.1883
2002,537.5631,0.1867
2003,533.7957,0.1854
2004,529.5822,0.1839
2005,525.8811,0.1827
2006,549.217,0.1908
2007,544.1171,0.189
2008,550.1814,0.1911
2009,542.484,0.1884
2010,543.8448,0.1889
2011,537.4824,0.1867
2012,537.3718,0.1867
2013,528.3019,0.1835
2014,505.1553,0.1755
2015,485.7979,0.1687
2016,490.0839,0.1702
2017,492.6879,0.1711
2018,491.8181,0.1708
2019,490.4429,0.1704
2020,478.5257,0.1662
