date,gve_sum,gve_ha
1980,76.9964,0.0039
1981,76.2762,0.0039
1982,75.5561,0.0039
1983,74.8359,0.0038
1984,74.1157,0.0038
1985,73.3956,0.0038
1986,73.2349,0.0037
1987,73.0743,0.0037
1988,72.9137,0.0037
1989,72.7531,0.0037
1990,72.5925,0.0037
1991,71.7196,0.0037
1992,70.8467,0.0036
1993,69.9738,0.0036
1994,69.1009,0.0035
1995,68.228,0.0035
1996,67.3551,0.0034
1997,66.0446,0.0034
1998,65.7888,0.0034
1999,67.4639,0.0034
2000,67.4372,0.0034
2001,68.1514,0.0035
2002,67.9619,0.0035
2003,67.1247,0.0034
2004,66.4893,0.0034
2005,67.545,0.0035
2006,67.9162,0.0035
2007,67.84,0.0035
2008,68.9601,0.0035
2009,68.1151,0.0035
2010,68.2605,0.0035
2011,67.6871,0.0035
2012,67.5515,0.0035
2013,66.9333,0.0034
2014,66.4166,0.0034
2015,65.9441,0.0034
2016,65.664,0.0034
2017,65.5309,0.0033
2018,65.4357,0.0033
2019,64.5188,0.0033
2020,64.2437,0.0033
