date,gve_sum,gve_ha
1980,2002.7493,0.0426
1981,2004.5122,0.0427
1982,2006.2751,0.0427
1983,2008.038,0.0428
1984,2009.8009,0.0428
1985,2011.5638,0.0428
1986,2038.7201,0.0434
1987,2065.8764,0.044
1988,2093.0327,0.0446
1989,2120.189,0.0451
1990,2147.3454,0.0457
1991,2141.7987,0.0456
1992,2136.252,0.0455
1993,2130.7054,0.0454
1994,2125.1587,0.0453
1995,2119.6121,0.0451
1996,2114.0654,0.045
1997,2114.3658,0.045
1998,2083.4904,0.0444
1999,2030.0037,0.0432
2000,2001.9463,0.0426
2001,1965.2036,0.0418
2002,1987.4267,0.0423
2003,2007.7564,0.0428
2004,1917.3619,0.0408
2005,1970.2303,0.042
2006,1992.4241,0.0424
2007,1955.1169,0.0416
2008,2078.0344,0.0443
2009,2040.3492,0.0434
2010,2106.3178,0.0449
2011,2060.2152,0.0439
2012,2069.7019,0.0441
2013,2022.2534,0.0431
2014,1895.9813,0.0404
2015,1811.0821,0.0386
2016,1801.0108,0.0384
2017,1818.5223,0.0387
2018,1802.2579,0.0384
2019,1793.1105,0.0382
2020,1799.2477,0.0383
