date,gve_sum,gve_ha
1980,3968.9856,0.3767
1981,3908.9445,0.371
1982,3848.9034,0.3653
1983,3788.8622,0.3596
1984,3728.8211,0.3539
1985,3668.78,0.3482
1986,3650.2736,0.3465
1987,3631.7672,0.3447
1988,3613.2607,0.3429
1989,3594.7543,0.3412
1990,3576.2479,0.3394
1991,3531.8997,0.3352
1992,3487.5515,0.331
1993,3443.2034,0.3268
1994,3398.8552,0.3226
1995,3354.507,0.3184
1996,3310.1588,0.3142
1997,3335.5094,0.3166
1998,3349.3667,0.3179
1999,3442.6968,0.3268
2000,3437.894,0.3263
2001,3595.4036,0.3412
2002,3481.7987,0.3305
2003,3313.4228,0.3145
2004,3260.4126,0.3095
2005,3353.7642,0.3183
2006,3336.7633,0.3167
2007,3333.1732,0.3164
2008,3375.905,0.3204
2009,3371.5551,0.32
2010,3446.7392,0.3271
2011,3330.9099,0.3161
2012,3315.4743,0.3147
2013,3288.9057,0.3122
2014,3276.3822,0.311
2015,3303.7409,0.3136
2016,3230.7452,0.3066
2017,3210.6526,0.3047
2018,3253.8584,0.3088
2019,3031.5239,0.2877
2020,3087.1663,0.293
