date,gve_sum,gve_ha
1980,6369.263,0.0701
1981,6302.1618,0.0693
1982,6235.0607,0.0686
1983,6167.9595,0.0678
1984,6100.8584,0.0671
1985,6033.7572,0.0664
1986,6140.1926,0.0675
1987,6246.628,0.0687
1988,6353.0635,0.0699
1989,6459.4989,0.071
1990,6565.9343,0.0722
1991,6553.5915,0.0721
1992,6541.2487,0.0719
1993,6528.9059,0.0718
1994,6516.5631,0.0717
1995,6504.2204,0.0715
1996,6491.8776,0.0714
1997,6465.6806,0.0711
1998,6302.1527,0.0693
1999,6165.4855,0.0678
2000,6106.3634,0.0672
2001,6221.9104,0.0684
2002,6222.9948,0.0684
2003,6110.5815,0.0672
2004,6075.1059,0.0668
2005,6093.2064,0.067
2006,6097.2112,0.0671
2007,6069.417,0.0668
2008,6131.0408,0.0674
2009,6079.6967,0.0669
2010,6066.5205,0.0667
2011,6142.3284,0.0676
2012,6119.9243,0.0673
2013,6006.1148,0.0661
2014,5805.787,0.0639
2015,5704.66,0.0627
2016,5744.1945,0.0632
2017,5686.8493,0.0625
2018,5584.7236,0.0614
2019,5499.0303,0.0605
2020,5438.3793,0.0598
