date,gve_sum,gve_ha
1980,2292.6812,2.2003
1981,2281.9352,2.19
1982,2271.1893,2.1796
1983,2260.4434,2.1693
1984,2249.6974,2.159
1985,2238.9515,2.1487
1986,2213.4539,2.1242
1987,2187.9562,2.0998
1988,2162.4586,2.0753
1989,2136.9609,2.0508
1990,2111.4633,2.0264
1991,2090.5449,2.0063
1992,2069.6266,1.9862
1993,2048.7083,1.9661
1994,2027.79,1.9461
1995,2006.8717,1.926
1996,1985.9534,1.9059
1997,2029.2207,1.9474
1998,2000.5358,1.9199
1999,1975.5515,1.8959
2000,1986.2556,1.9062
2001,2055.4824,1.9726
2002,2050.6571,1.968
2003,2013.0932,1.932
2004,2010.0723,1.9291
2005,2050.2968,1.9677
2006,2003.3302,1.9226
2007,2152.5193,2.0658
2008,1999.3688,1.9188
2009,1992.6626,1.9123
2010,2012.6302,1.9315
2011,2006.6745,1.9258
2012,2052.0827,1.9694
2013,2011.3513,1.9303
2014,2077.9959,1.9942
2015,2030.635,1.9488
2016,2112.2495,2.0271
2017,2082.9012,1.9989
2018,2035.0597,1.953
2019,2042.7596,1.9604
2020,2018.836,1.9375
