date,gve_sum,gve_ha
1980,111739.36,0.5939
1981,110945.1141,0.5897
1982,110150.8682,0.5855
1983,109356.6223,0.5813
1984,108562.3764,0.5771
1985,107768.1304,0.5728
1986,107549.8845,0.5717
1987,107331.6385,0.5705
1988,107113.3926,0.5694
1989,106895.1466,0.5682
1990,106676.9007,0.567
1991,105847.0724,0.5626
1992,105017.2441,0.5582
1993,104187.4158,0.5538
1994,103357.5876,0.5494
1995,102527.7593,0.545
1996,101697.931,0.5406
1997,100057.7781,0.5319
1998,99621.2233,0.5295
1999,100925.5829,0.5365
2000,100486.7408,0.5341
2001,103394.1832,0.5496
2002,102487.3147,0.5448
2003,101362.7132,0.5388
2004,101363.4894,0.5388
2005,102401.3444,0.5443
2006,101560.0288,0.5398
2007,102967.5849,0.5473
2008,103998.8845,0.5528
2009,103024.7096,0.5476
2010,101888.4453,0.5416
2011,101261.6907,0.5383
2012,103184.898,0.5485
2013,102841.0797,0.5466
2014,102931.8166,0.5471
2015,102819.6404,0.5465
2016,100875.1889,0.5362
2017,100246.3068,0.5329
2018,100529.2294,0.5344
2019,98737.9571,0.5248
2020,98243.9875,0.5222
