date,gve_sum,gve_ha
1980,3766.3108,0.0678
1981,3750.2213,0.0676
1982,3734.1318,0.0673
1983,3718.0424,0.067
1984,3701.9529,0.0667
1985,3685.8634,0.0664
1986,3739.2819,0.0674
1987,3792.7004,0.0683
1988,3846.119,0.0693
1989,3899.5375,0.0702
1990,3952.956,0.0712
1991,3915.8105,0.0705
1992,3878.6651,0.0699
1993,3841.5196,0.0692
1994,3804.3741,0.0685
1995,3767.2286,0.0679
1996,3730.0831,0.0672
1997,3649.8276,0.0657
1998,3680.9676,0.0663
1999,3768.2203,0.0679
2000,3739.2653,0.0674
2001,3750.9695,0.0676
2002,3771.9416,0.0679
2003,3711.0794,0.0668
2004,3706.9683,0.0668
2005,3698.5632,0.0666
2006,3680.3464,0.0663
2007,3703.3042,0.0667
2008,3745.3395,0.0675
2009,3657.9592,0.0659
2010,3639.7907,0.0656
2011,3587.0265,0.0646
2012,3623.6074,0.0653
2013,3568.0978,0.0643
2014,3369.7582,0.0607
2015,3297.8308,0.0594
2016,3278.2208,0.0591
2017,3293.5711,0.0593
2018,3296.7772,0.0594
2019,3257.8644,0.0587
2020,3176.6866,0.0572
