date,gve_sum,gve_ha
1980,85215.287,0.2897
1981,84874.3236,0.2886
1982,84533.3603,0.2874
1983,84192.3969,0.2863
1984,83851.4336,0.2851
1985,83510.4702,0.2839
1986,84102.0758,0.286
1987,84693.6814,0.288
1988,85285.287,0.29
1989,85876.8927,0.292
1990,86468.4983,0.294
1991,85596.8394,0.291
1992,84725.1805,0.2881
1993,83853.5216,0.2851
1994,82981.8627,0.2821
1995,82110.2038,0.2792
1996,81238.5448,0.2762
1997,79460.4729,0.2702
1998,79326.1132,0.2697
1999,81980.1452,0.2787
2000,80729.9733,0.2745
2001,81488.0146,0.2771
2002,81305.4466,0.2764
2003,80684.4135,0.2743
2004,80331.0637,0.2731
2005,80638.461,0.2742
2006,80953.2395,0.2752
2007,80750.2139,0.2746
2008,82397.4268,0.2802
2009,80389.8301,0.2733
2010,79726.8316,0.2711
2011,78967.6753,0.2685
2012,79333.5456,0.2697
2013,78134.2003,0.2657
2014,76874.5113,0.2614
2015,75115.5937,0.2554
2016,75465.685,0.2566
2017,75236.1966,0.2558
2018,74678.2271,0.2539
2019,73882.49,0.2512
2020,72398.0518,0.2462
