date,gve_sum,gve_ha
1980,5023.4564,0.3945
1981,5002.594,0.3928
1982,4981.7317,0.3912
1983,4960.8693,0.3895
1984,4940.0069,0.3879
1985,4919.1446,0.3863
1986,4892.8969,0.3842
1987,4866.6493,0.3821
1988,4840.4016,0.3801
1989,4814.154,0.378
1990,4787.9063,0.376
1991,4774.5183,0.3749
1992,4761.1304,0.3739
1993,4747.7424,0.3728
1994,4734.3544,0.3718
1995,4720.9665,0.3707
1996,4707.5785,0.3697
1997,4648.855,0.365
1998,4617.6198,0.3626
1999,4847.2067,0.3806
2000,4862.1584,0.3818
2001,5063.1606,0.3976
2002,5101.9507,0.4006
2003,4970.6455,0.3903
2004,4843.7718,0.3804
2005,4961.6865,0.3896
2006,4959.6728,0.3895
2007,4931.0634,0.3872
2008,5147.4611,0.4042
2009,5082.9333,0.3991
2010,4975.7066,0.3907
2011,4953.6557,0.389
2012,5070.0716,0.3981
2013,4954.102,0.389
2014,4937.782,0.3877
2015,4815.1772,0.3781
2016,4943.559,0.3882
2017,4993.12,0.3921
2018,5010.1573,0.3934
2019,5069.9579,0.3981
2020,5021.4656,0.3943
