date,gve_sum,gve_ha
1980,10695.5321,0.4698
1981,10556.7096,0.4637
1982,10417.8872,0.4576
1983,10279.0647,0.4515
1984,10140.2422,0.4454
1985,10001.4197,0.4393
1986,9864.8278,0.4333
1987,9728.2359,0.4273
1988,9591.644,0.4213
1989,9455.0521,0.4153
1990,9318.4602,0.4093
1991,9124.2966,0.4008
1992,8930.133,0.3922
1993,8735.9694,0.3837
1994,8541.8058,0.3752
1995,8347.6422,0.3666
1996,8153.4786,0.3581
1997,8356.8883,0.367
1998,8288.3263,0.364
1999,8235.2767,0.3617
2000,8253.3539,0.3625
2001,8209.9846,0.3606
2002,8184.0736,0.3595
2003,8193.1995,0.3599
2004,8036.0129,0.353
2005,8076.2646,0.3547
2006,8390.2028,0.3685
2007,8602.0226,0.3778
2008,8756.5684,0.3846
2009,9173.1861,0.4029
2010,9050.6171,0.3975
2011,8716.2635,0.3828
2012,8752.1343,0.3844
2013,8686.3214,0.3815
2014,8920.6421,0.3918
2015,8911.3677,0.3914
2016,8716.6294,0.3828
2017,8861.8781,0.3892
2018,8237.5927,0.3618
2019,8447.2586,0.371
2020,8830.4889,0.3878
