date,gve_sum,gve_ha
1980,9289.9083,0.1115
1981,9247.1081,0.111
1982,9204.3079,0.1105
1983,9161.5077,0.11
1984,9118.7075,0.1094
1985,9075.9074,0.1089
1986,9177.0913,0.1101
1987,9278.2753,0.1114
1988,9379.4593,0.1126
1989,9480.6433,0.1138
1990,9581.8273,0.115
1991,9496.6314,0.114
1992,9411.4355,0.113
1993,9326.2396,0.1119
1994,9241.0437,0.1109
1995,9155.8478,0.1099
1996,9070.6519,0.1089
1997,8783.861,0.1054
1998,8782.2137,0.1054
1999,8927.5603,0.1071
2000,8863.785,0.1064
2001,8774.1504,0.1053
2002,8947.074,0.1074
2003,8857.4341,0.1063
2004,8460.2047,0.1015
2005,8567.2538,0.1028
2006,8524.8212,0.1023
2007,8556.1531,0.1027
2008,8502.6682,0.102
2009,7925.3674,0.0951
2010,7892.8148,0.0947
2011,7668.889,0.092
2012,7705.9266,0.0925
2013,7615.3518,0.0914
2014,7358.8675,0.0883
2015,7357.8952,0.0883
2016,7324.3437,0.0879
2017,7280.6828,0.0874
2018,7202.9741,0.0864
2019,7001.6213,0.084
2020,6808.9177,0.0817
