date,gve_sum,gve_ha
1980,9374.5308,1.1674
1981,9285.6436,1.1564
1982,9196.7563,1.1453
1983,9107.8691,1.1342
1984,9018.9818,1.1232
1985,8930.0946,1.1121
1986,8861.9176,1.1036
1987,8793.7406,1.0951
1988,8725.5636,1.0866
1989,8657.3865,1.0781
1990,8589.2095,1.0696
1991,8481.6523,1.0562
1992,8374.0951,1.0429
1993,8266.5379,1.0295
1994,8158.9807,1.0161
1995,8051.4235,1.0027
1996,7943.8663,0.9893
1997,7827.2685,0.9748
1998,7688.9661,0.9575
1999,8136.1945,1.0132
2000,8167.0912,1.0171
2001,8163.5553,1.0166
2002,8185.1612,1.0193
2003,7987.361,0.9947
2004,8114.3233,1.0105
2005,8104.7955,1.0093
2006,8089.0631,1.0074
2007,8077.3105,1.0059
2008,8393.6164,1.0453
2009,8349.0628,1.0397
2010,8504.8397,1.0591
2011,8575.7753,1.068
2012,8320.3297,1.0362
2013,8239.3416,1.0261
2014,8229.9042,1.0249
2015,8396.0293,1.0456
2016,8336.3247,1.0381
2017,8361.8413,1.0413
2018,8351.9702,1.0401
2019,8156.4105,1.0157
2020,8131.8126,1.0127
