date,gve_sum,gve_ha
1980,19744.5401,0.7544
1981,19545.6792,0.7468
1982,19346.8183,0.7392
1983,19147.9573,0.7316
1984,18949.0964,0.724
1985,18750.2355,0.7165
1986,18704.2332,0.7147
1987,18658.2309,0.7129
1988,18612.2285,0.7112
1989,18566.2262,0.7094
1990,18520.2239,0.7077
1991,18162.5555,0.694
1992,17804.8871,0.6803
1993,17447.2188,0.6667
1994,17089.5504,0.653
1995,16731.882,0.6393
1996,16374.2137,0.6257
1997,16057.6061,0.6136
1998,16105.8501,0.6154
1999,16510.6717,0.6309
2000,16544.2125,0.6322
2001,16761.7971,0.6405
2002,16781.5882,0.6412
2003,16200.3581,0.619
2004,16299.8214,0.6228
2005,16423.4568,0.6275
2006,16164.8853,0.6177
2007,16666.9964,0.6368
2008,16869.5965,0.6446
2009,16408.852,0.627
2010,16573.1903,0.6333
2011,16595.8717,0.6341
2012,16473.228,0.6294
2013,16386.2216,0.6261
2014,16294.4527,0.6226
2015,16314.7514,0.6234
2016,16390.8736,0.6263
2017,16125.5498,0.6162
2018,16304.3825,0.623
2019,16005.6723,0.6116
2020,15837.4154,0.6052
