date,gve_sum,gve_ha
1980,4483.6209,0.4589
1981,4490.6166,0.4596
1982,4497.6123,0.4603
1983,4504.608,0.461
1984,4511.6037,0.4617
1985,4518.5994,0.4625
1986,4591.5808,0.4699
1987,4664.5623,0.4774
1988,4737.5437,0.4849
1989,4810.5251,0.4923
1990,4883.5065,0.4998
1991,4895.0583,0.501
1992,4906.6101,0.5022
1993,4918.162,0.5033
1994,4929.7138,0.5045
1995,4941.2656,0.5057
1996,4952.8174,0.5069
1997,4725.136,0.4836
1998,4800.2503,0.4913
1999,4898.1948,0.5013
2000,4921.8455,0.5037
2001,4674.3358,0.4784
2002,4725.9741,0.4837
2003,4994.9277,0.5112
2004,4626.8357,0.4735
2005,4796.3994,0.4909
2006,4961.2371,0.5078
2007,4809.0223,0.4922
2008,5037.8743,0.5156
2009,5150.1639,0.5271
2010,5145.7847,0.5266
2011,5090.7694,0.521
2012,5198.1004,0.532
2013,4974.7008,0.5091
2014,5124.09,0.5244
2015,5194.6473,0.5316
2016,5104.8627,0.5225
2017,5174.7,0.5296
2018,5163.457,0.5284
2019,5180.7382,0.5302
2020,5033.1215,0.5151
