date,gve_sum,gve_ha
1980,5462.4063,0.7336
1981,5428.1412,0.729
1982,5393.876,0.7244
1983,5359.6108,0.7198
1984,5325.3456,0.7152
1985,5291.0804,0.7106
1986,5291.4916,0.7106
1987,5291.9028,0.7107
1988,5292.3141,0.7108
1989,5292.7253,0.7108
1990,5293.1365,0.7109
1991,5222.7212,0.7014
1992,5152.3059,0.692
1993,5081.8906,0.6825
1994,5011.4752,0.673
1995,4941.0599,0.6636
1996,4870.6446,0.6541
1997,4806.26,0.6455
1998,4760.5959,0.6393
1999,4748.7311,0.6378
2000,4669.3789,0.6271
2001,4846.9457,0.6509
2002,4771.9391,0.6409
2003,4739.6949,0.6365
2004,4588.6897,0.6163
2005,4546.5416,0.6106
2006,4630.6087,0.6219
2007,4344.5234,0.5835
2008,4537.8665,0.6094
2009,4387.7046,0.5893
2010,4441.1318,0.5964
2011,4287.8928,0.5759
2012,4275.0436,0.5741
2013,4108.4197,0.5518
2014,4113.0319,0.5524
2015,4091.955,0.5496
2016,4100.7788,0.5507
2017,4180.3328,0.5614
2018,4093.8625,0.5498
2019,4043.7693,0.5431
2020,4044.1143,0.5431
