date,gve_sum,gve_ha
1980,12926.2964,0.7385
1981,12899.451,0.737
1982,12872.6057,0.7355
1983,12845.7603,0.7339
1984,12818.9149,0.7324
1985,12792.0695,0.7309
1986,12840.3305,0.7336
1987,12888.5914,0.7364
1988,12936.8523,0.7391
1989,12985.1132,0.7419
1990,13033.3742,0.7446
1991,12846.4351,0.734
1992,12659.4961,0.7233
1993,12472.557,0.7126
1994,12285.618,0.7019
1995,12098.6789,0.6912
1996,11911.7399,0.6806
1997,11709.4084,0.669
1998,11496.3039,0.6568
1999,12004.2787,0.6858
2000,12583.5315,0.7189
2001,12194.0751,0.6967
2002,12162.6934,0.6949
2003,12199.1317,0.697
2004,12013.2943,0.6864
2005,12208.5382,0.6975
2006,12156.9705,0.6946
2007,12338.7984,0.705
2008,12367.097,0.7066
2009,12255.0151,0.7002
2010,12536.4829,0.7162
2011,12395.1159,0.7082
2012,12267.2061,0.7009
2013,12127.0204,0.6929
2014,12008.1626,0.6861
2015,11877.5257,0.6786
2016,11682.2418,0.6674
2017,11963.2907,0.6835
2018,11920.2705,0.681
2019,11873.4231,0.6784
2020,11750.2474,0.6713
