date,gve_sum,gve_ha
1980,18501.266,0.1743
1981,18406.0356,0.1734
1982,18310.8052,0.1725
1983,18215.5749,0.1716
1984,18120.3445,0.1707
1985,18025.1141,0.1698
1986,18129.9093,0.1708
1987,18234.7046,0.1718
1988,18339.4998,0.1728
1989,18444.2951,0.1738
1990,18549.0903,0.1747
1991,18432.6591,0.1736
1992,18316.2278,0.1725
1993,18199.7966,0.1714
1994,18083.3653,0.1704
1995,17966.9341,0.1693
1996,17850.5028,0.1682
1997,17178.8901,0.1618
1998,17110.8985,0.1612
1999,17658.6891,0.1663
2000,17660.5491,0.1664
2001,17511.5283,0.165
2002,17424.6504,0.1641
2003,17577.5303,0.1656
2004,17415.5142,0.1641
2005,17599.2295,0.1658
2006,17679.6323,0.1665
2007,17556.4422,0.1654
2008,17710.0606,0.1668
2009,17216.4515,0.1622
2010,17306.4804,0.163
2011,17192.9304,0.162
2012,17152.9695,0.1616
2013,16843.9885,0.1587
2014,16513.7491,0.1556
2015,16491.598,0.1554
2016,16605.8506,0.1564
2017,16743.9043,0.1577
2018,16741.6136,0.1577
2019,16380.4955,0.1543
2020,16196.006,0.1526
