date,gve_sum,gve_ha
1980,1619.024,0.5061
1981,1594.6617,0.4985
1982,1570.2993,0.4909
1983,1545.9369,0.4833
1984,1521.5746,0.4756
1985,1497.2122,0.468
1986,1508.7389,0.4716
1987,1520.2655,0.4752
1988,1531.7922,0.4788
1989,1543.3189,0.4824
1990,1554.8456,0.486
1991,1553.651,0.4857
1992,1552.4564,0.4853
1993,1551.2619,0.4849
1994,1550.0673,0.4845
1995,1548.8727,0.4842
1996,1547.6782,0.4838
1997,1495.6521,0.4675
1998,1496.3687,0.4678
1999,1564.6451,0.4891
2000,1579.9821,0.4939
2001,1583.179,0.4949
2002,1586.2768,0.4959
2003,1577.2923,0.4931
2004,1589.67,0.4969
2005,1563.1512,0.4886
2006,1583.4335,0.495
2007,1584.6813,0.4954
2008,1585.1542,0.4955
2009,1544.8911,0.4829
2010,1536.3504,0.4803
2011,1465.6966,0.4582
2012,1580.9639,0.4942
2013,1553.078,0.4855
2014,1507.1282,0.4711
2015,1484.6497,0.4641
2016,1501.5214,0.4694
2017,1524.5103,0.4766
2018,1551.7558,0.4851
2019,1533.4651,0.4794
2020,1527.2921,0.4774
