date,gve_sum,gve_ha
1980,4404.3653,0.0652
1981,4361.5478,0.0646
1982,4318.7303,0.0639
1983,4275.9128,0.0633
1984,4233.0952,0.0627
1985,4190.2777,0.062
1986,4305.5335,0.0637
1987,4420.7893,0.0654
1988,4536.0451,0.0671
1989,4651.3009,0.0688
1990,4766.5567,0.0705
1991,4799.8176,0.071
1992,4833.0784,0.0715
1993,4866.3392,0.072
1994,4899.6001,0.0725
1995,4932.8609,0.073
1996,4966.1217,0.0735
1997,4957.3215,0.0734
1998,4893.008,0.0724
1999,4863.1722,0.072
2000,4896.695,0.0725
2001,4965.5538,0.0735
2002,4982.5775,0.0737
2003,4979.9063,0.0737
2004,4922.9652,0.0729
2005,4964.9849,0.0735
2006,5015.3149,0.0742
2007,4995.4341,0.0739
2008,5084.5017,0.0753
2009,5009.1609,0.0741
2010,5032.9878,0.0745
2011,4956.6222,0.0734
2012,5026.6225,0.0744
2013,5017.2315,0.0743
2014,4998.7,0.074
2015,4959.9095,0.0734
2016,4952.9994,0.0733
2017,4958.1386,0.0734
2018,5022.3484,0.0743
2019,4932.1342,0.073
2020,4890.3182,0.0724
