date,gve_sum,gve_ha
1980,2948.6133,0.4064
1981,2934.9765,0.4045
1982,2921.3396,0.4027
1983,2907.7028,0.4008
1984,2894.066,0.3989
1985,2880.4291,0.397
1986,2857.9719,0.3939
1987,2835.5147,0.3908
1988,2813.0575,0.3877
1989,2790.6002,0.3846
1990,2768.143,0.3815
1991,2793.9391,0.3851
1992,2819.7352,0.3887
1993,2845.5313,0.3922
1994,2871.3274,0.3958
1995,2897.1235,0.3993
1996,2922.9196,0.4029
1997,2911.9718,0.4014
1998,2839.8545,0.3914
1999,3066.5354,0.4227
2000,3045.7664,0.4198
2001,3179.3499,0.4382
2002,3223.8294,0.4444
2003,3124.1972,0.4306
2004,3120.4462,0.4301
2005,3243.6341,0.4471
2006,3287.341,0.4531
2007,3402.7881,0.469
2008,3375.0167,0.4652
2009,3423.0781,0.4718
2010,3437.4677,0.4738
2011,3313.9426,0.4568
2012,3405.9929,0.4695
2013,3403.8385,0.4692
2014,3396.5066,0.4682
2015,3294.472,0.4541
2016,3250.6463,0.4481
2017,3193.9486,0.4402
2018,3232.6326,0.4456
2019,3132.3226,0.4317
2020,3050.7677,0.4205
