date,gve_sum,gve_ha
1980,7087.4212,0.7073
1981,7039.764,0.7025
1982,6992.1069,0.6977
1983,6944.4497,0.693
1984,6896.7925,0.6882
1985,6849.1354,0.6835
1986,6900.7146,0.6886
1987,6952.2939,0.6938
1988,7003.8731,0.6989
1989,7055.4523,0.7041
1990,7107.0316,0.7092
1991,7011.0093,0.6996
1992,6914.9871,0.69
1993,6818.9649,0.6805
1994,6722.9426,0.6709
1995,6626.9204,0.6613
1996,6530.8981,0.6517
1997,6380.0434,0.6367
1998,6357.3153,0.6344
1999,6564.9893,0.6551
2000,6570.663,0.6557
2001,6657.7015,0.6644
2002,6638.3528,0.6624
2003,6430.4347,0.6417
2004,6539.3696,0.6526
2005,6455.4829,0.6442
2006,6305.9701,0.6293
2007,6523.2496,0.651
2008,6522.495,0.6509
2009,6379.842,0.6366
2010,6378.2819,0.6365
2011,6391.7727,0.6378
2012,6385.9118,0.6373
2013,6361.5064,0.6348
2014,6283.3581,0.627
2015,6234.0057,0.6221
2016,6381.4011,0.6368
2017,6392.8317,0.6379
2018,6448.0798,0.6435
2019,6241.437,0.6228
2020,6071.8679,0.6059
