date,gve_sum,gve_ha
1980,366134.6566,0.4502
1981,362127.5426,0.4452
1982,358120.4286,0.4403
1983,354113.3145,0.4354
1984,350106.2005,0.4305
1985,346099.0865,0.4255
1986,344960.5945,0.4241
1987,343822.1025,0.4227
1988,342683.6105,0.4213
1989,341545.1185,0.4199
1990,340406.6265,0.4185
1991,337208.9986,0.4146
1992,334011.3707,0.4107
1993,330813.7429,0.4067
1994,327616.115,0.4028
1995,324418.4872,0.3989
1996,321220.8593,0.3949
1997,316410.1254,0.389
1998,315156.2487,0.3875
1999,321217.6228,0.3949
2000,318615.5984,0.3917
2001,323978.2933,0.3983
2002,322411.5695,0.3964
2003,318554.4036,0.3917
2004,315779.9744,0.3883
2005,318738.2324,0.3919
2006,319309.2982,0.3926
2007,320421.6392,0.394
2008,326256.1064,0.4011
2009,322403.3503,0.3964
2010,319043.7426,0.3923
2011,316490.3444,0.3891
2012,320883.2567,0.3945
2013,317071.6019,0.3898
2014,316274.7136,0.3889
2015,313741.1428,0.3857
2016,310490.2103,0.3818
2017,308270.4139,0.379
2018,307600.9166,0.3782
2019,304363.4338,0.3742
2020,302357.3669,0.3718
