date,gve_sum,gve_ha
1980,14842.6207,0.261
1981,14883.7682,0.2617
1982,14924.9157,0.2625
1983,14966.0632,0.2632
1984,15007.2106,0.2639
1985,15048.3581,0.2646
1986,15327.5573,0.2695
1987,15606.7565,0.2745
1988,15885.9557,0.2794
1989,16165.1549,0.2843
1990,16444.3541,0.2892
1991,16294.9099,0.2866
1992,16145.4658,0.2839
1993,15996.0216,0.2813
1994,15846.5774,0.2787
1995,15697.1333,0.276
1996,15547.6891,0.2734
1997,15311.0005,0.2693
1998,15678.1882,0.2757
1999,16121.7105,0.2835
2000,15677.0291,0.2757
2001,15961.1084,0.2807
2002,15943.4846,0.2804
2003,16057.8025,0.2824
2004,16084.0349,0.2829
2005,16013.815,0.2816
2006,16122.4905,0.2835
2007,15865.0549,0.279
2008,16141.3025,0.2839
2009,15909.0215,0.2798
2010,15744.4256,0.2769
2011,15510.8216,0.2728
2012,15674.4675,0.2756
2013,15239.3136,0.268
2014,15019.5006,0.2641
2015,14759.2793,0.2596
2016,14877.2051,0.2616
2017,14846.6402,0.2611
2018,14781.3172,0.2599
2019,14551.2858,0.2559
2020,14318.401,0.2518
