date,gve_sum,gve_ha
1980,11475.1301,0.1009
1981,11426.9241,0.1005
1982,11378.7181,0.1
1983,11330.5122,0.0996
1984,11282.3062,0.0992
1985,11234.1003,0.0988
1986,11388.931,0.1001
1987,11543.7617,0.1015
1988,11698.5924,0.1028
1989,11853.4231,0.1042
1990,12008.2538,0.1056
1991,11905.4065,0.1047
1992,11802.5593,0.1038
1993,11699.712,0.1028
1994,11596.8647,0.1019
1995,11494.0174,0.101
1996,11391.1702,0.1001
1997,11129.5283,0.0978
1998,11259.5362,0.099
1999,11550.3508,0.1015
2000,11264.9387,0.099
2001,11313.2149,0.0995
2002,11330.2817,0.0996
2003,11242.7381,0.0988
2004,11208.9385,0.0985
2005,11195.1705,0.0984
2006,11278.1142,0.0991
2007,11266.1409,0.099
2008,11346.7117,0.0997
2009,11100.2009,0.0976
2010,11114.9658,0.0977
2011,10879.1693,0.0956
2012,11020.8603,0.0969
2013,10768.9223,0.0947
2014,10380.4834,0.0913
2015,10129.0852,0.089
2016,10186.9207,0.0896
2017,10106.1732,0.0888
2018,10104.803,0.0888
2019,10041.6265,0.0883
2020,9801.9239,0.0862
