date,gve_sum,gve_ha
1980,12.89,0.0159
1981,12.7695,0.0158
1982,12.6489,0.0156
1983,12.5283,0.0155
1984,12.4078,0.0153
1985,12.2872,0.0152
1986,12.2603,0.0151
1987,12.2334,0.0151
1988,12.2065,0.0151
1989,12.1796,0.015
1990,12.1528,0.015
1991,12.0066,0.0148
1992,11.8605,0.0146
1993,11.7144,0.0145
1994,11.5682,0.0143
1995,11.4221,0.0141
1996,11.276,0.0139
1997,11.0566,0.0137
1998,11.0138,0.0136
1999,11.2942,0.0139
2000,11.2897,0.0139
2001,11.4093,0.0141
2002,11.3776,0.014
2003,11.2374,0.0139
2004,11.131,0.0137
2005,11.3078,0.014
2006,11.3699,0.014
2007,11.3571,0.014
2008,11.5447,0.0143
2009,11.4032,0.0141
2010,11.4275,0.0141
2011,11.3315,0.014
2012,11.3088,0.014
2013,11.2053,0.0138
2014,11.1189,0.0137
2015,11.0397,0.0136
2016,10.9929,0.0136
2017,10.9706,0.0135
2018,10.9546,0.0135
2019,10.8011,0.0133
2020,10.7551,0.0133
