date,gve_sum,gve_ha
1980,42725.7931,0.1737
1981,42773.9545,0.1739
1982,42822.1158,0.1741
1983,42870.2771,0.1743
1984,42918.4384,0.1745
1985,42966.5997,0.1747
1986,43687.2022,0.1776
1987,44407.8047,0.1806
1988,45128.4072,0.1835
1989,45849.0097,0.1864
1990,46569.6123,0.1894
1991,46218.5618,0.1879
1992,45867.5113,0.1865
1993,45516.4608,0.1851
1994,45165.4103,0.1837
1995,44814.3598,0.1822
1996,44463.3093,0.1808
1997,43547.7275,0.1771
1998,43989.2393,0.1789
1999,45160.6689,0.1836
2000,44109.872,0.1794
2001,44526.4121,0.1811
2002,44505.2133,0.181
2003,44542.648,0.1811
2004,44555.105,0.1812
2005,44550.8603,0.1812
2006,44890.6607,0.1825
2007,44500.0536,0.1809
2008,45104.5687,0.1834
2009,44218.1323,0.1798
2010,43834.3865,0.1782
2011,43050.7891,0.1751
2012,43595.8855,0.1773
2013,42753.787,0.1738
2014,41577.6602,0.1691
2015,40776.2191,0.1658
2016,40986.5462,0.1667
2017,40785.7113,0.1658
2018,40822.7718,0.166
2019,40470.9106,0.1646
2020,39614.4667,0.1611
