date,gve_sum,gve_ha
1980,87756.0019,0.1261
1981,86142.0615,0.1238
1982,84528.121,0.1215
1983,82914.1806,0.1192
1984,81300.2402,0.1169
1985,79686.2998,0.1145
1986,79613.2761,0.1144
1987,79540.2525,0.1143
1988,79467.2289,0.1142
1989,79394.2052,0.1141
1990,79321.1816,0.114
1991,78570.2832,0.1129
1992,77819.3848,0.1119
1993,77068.4865,0.1108
1994,76317.5881,0.1097
1995,75566.6898,0.1086
1996,74815.7914,0.1075
1997,75293.5006,0.1082
1998,74533.5289,0.1071
1999,74186.0177,0.1066
2000,73229.6041,0.1053
2001,73875.1202,0.1062
2002,74303.5388,0.1068
2003,73587.2738,0.1058
2004,72313.4398,0.1039
2005,72896.5516,0.1048
2006,72900.4778,0.1048
2007,74065.339,0.1065
2008,74820.6058,0.1076
2009,74669.3576,0.1073
2010,74760.7515,0.1075
2011,73128.5803,0.1051
2012,72360.7348,0.104
2013,71240.055,0.1024
2014,70866.748,0.1019
2015,69646.9623,0.1001
2016,69506.2323,0.0999
2017,70619.5899,0.1015
2018,70409.0223,0.1012
2019,69748.2116,0.1003
2020,71156.1576,0.1023
