date,gve_sum,gve_ha
1980,218760.9462,0.4279
1981,217284.5781,0.4251
1982,215808.2101,0.4222
1983,214331.8421,0.4193
1984,212855.474,0.4164
1985,211379.106,0.4135
1986,211553.6241,0.4138
1987,211728.1422,0.4142
1988,211902.6602,0.4145
1989,212077.1783,0.4149
1990,212251.6964,0.4152
1991,210337.536,0.4115
1992,208423.3756,0.4077
1993,206509.2152,0.404
1994,204595.0548,0.4002
1995,202680.8944,0.3965
1996,200766.734,0.3927
1997,196978.305,0.3853
1998,196232.733,0.3839
1999,200740.046,0.3927
2000,198711.566,0.3887
2001,202586.9009,0.3963
2002,201496.0252,0.3942
2003,199385.2987,0.39
2004,198877.4024,0.389
2005,200108.2048,0.3915
2006,199996.9548,0.3912
2007,201459.7266,0.3941
2008,204317.7051,0.3997
2009,200981.8624,0.3932
2010,199142.2958,0.3896
2011,197948.3324,0.3872
2012,201166.3368,0.3935
2013,198693.0447,0.3887
2014,197767.9711,0.3869
2015,195045.1998,0.3816
2016,193091.3494,0.3777
2017,192192.574,0.376
2018,191554.9566,0.3747
2019,188421.7176,0.3686
2020,186531.5293,0.3649
