date,gve_sum,gve_ha
1980,376746.415,0.4458
1981,373259.1177,0.4416
1982,369771.8204,0.4375
1983,366284.5231,0.4334
1984,362797.2258,0.4293
1985,359309.9285,0.4251
1986,358632.7436,0.4243
1987,357955.5587,0.4235
1988,357278.3738,0.4227
1989,356601.1889,0.4219
1990,355924.0041,0.4211
1991,351118.794,0.4154
1992,346313.5839,0.4098
1993,341508.3738,0.4041
1994,336703.1637,0.3984
1995,331897.9536,0.3927
1996,327092.7435,0.387
1997,318789.8452,0.3772
1998,317149.1674,0.3752
1999,327050.09,0.387
2000,327296.024,0.3873
2001,329037.6506,0.3893
2002,326108.2325,0.3858
2003,321523.9553,0.3804
2004,318283.2621,0.3766
2005,324456.1484,0.3839
2006,327581.5689,0.3876
2007,323106.2208,0.3823
2008,330434.4544,0.391
2009,327055.2083,0.387
2010,330406.1273,0.3909
2011,328027.4997,0.3881
2012,325515.8424,0.3851
2013,322078.9268,0.3811
2014,317556.0576,0.3757
2015,316252.2471,0.3742
2016,315208.2635,0.373
2017,314615.6046,0.3722
2018,313395.724,0.3708
2019,307326.85,0.3636
2020,306140.3383,0.3622
