date,gve_sum,gve_ha
1980,1509.8069,0.1173
1981,1495.0554,0.1162
1982,1480.3039,0.115
1983,1465.5524,0.1139
1984,1450.8009,0.1127
1985,1436.0494,0.1116
1986,1492.5262,0.116
1987,1549.0029,0.1204
1988,1605.4796,0.1248
1989,1661.9563,0.1291
1990,1718.4331,0.1335
1991,1699.6037,0.1321
1992,1680.7743,0.1306
1993,1661.9449,0.1291
1994,1643.1156,0.1277
1995,1624.2862,0.1262
1996,1605.4568,0.1248
1997,1523.1112,0.1184
1998,1529.7124,0.1189
1999,1586.785,0.1233
2000,1611.4288,0.1252
2001,1638.872,0.1274
2002,1633.3141,0.1269
2003,1627.5446,0.1265
2004,1578.413,0.1227
2005,1601.094,0.1244
2006,1605.1969,0.1247
2007,1615.2526,0.1255
2008,1652.8007,0.1284
2009,1650.2177,0.1282
2010,1659.3887,0.1289
2011,1599.5825,0.1243
2012,1575.8884,0.1225
2013,1576.6636,0.1225
2014,1524.8039,0.1185
2015,1493.856,0.1161
2016,1489.3892,0.1157
2017,1495.4586,0.1162
2018,1468.9229,0.1141
2019,1473.3836,0.1145
2020,1428.7091,0.111
