date,gve_sum,gve_ha
1980,514.124,0.1172
1981,511.4,0.1166
1982,508.6761,0.116
1983,505.9521,0.1154
1984,503.2282,0.1148
1985,500.5042,0.1141
1986,504.9568,0.1152
1987,509.4094,0.1162
1988,513.862,0.1172
1989,518.3145,0.1182
1990,522.7671,0.1192
1991,517.0454,0.1179
1992,511.3236,0.1166
1993,505.6019,0.1153
1994,499.8801,0.114
1995,494.1584,0.1127
1996,488.4366,0.1114
1997,467.6073,0.1066
1998,471.871,0.1076
1999,481.8331,0.1099
2000,482.5704,0.1101
2001,480.6309,0.1096
2002,481.0295,0.1097
2003,478.444,0.1091
2004,474.4977,0.1082
2005,473.9536,0.1081
2006,482.6011,0.1101
2007,479.7024,0.1094
2008,484.1263,0.1104
2009,464.2275,0.1059
2010,459.8802,0.1049
2011,451.9398,0.1031
2012,459.0959,0.1047
2013,455.1179,0.1038
2014,433.0912,0.0988
2015,435.5851,0.0993
2016,443.6902,0.1012
2017,442.3168,0.1009
2018,438.1455,0.0999
2019,436.8958,0.0996
2020,425.9679,0.0971
