date,gve_sum,gve_ha
1980,14975.8629,0.4373
1981,14832.347,0.4331
1982,14688.8311,0.4289
1983,14545.3152,0.4247
1984,14401.7993,0.4206
1985,14258.2834,0.4164
1986,14253.8268,0.4162
1987,14249.3703,0.4161
1988,14244.9137,0.416
1989,14240.4571,0.4158
1990,14236.0005,0.4157
1991,14130.5172,0.4126
1992,14025.0339,0.4095
1993,13919.5506,0.4065
1994,13814.0672,0.4034
1995,13708.5839,0.4003
1996,13603.1006,0.3972
1997,13033.1235,0.3806
1998,12954.8232,0.3783
1999,13283.811,0.3879
2000,13231.1829,0.3864
2001,13142.2277,0.3838
2002,13053.2268,0.3812
2003,13091.0268,0.3823
2004,13136.9999,0.3836
2005,13293.1829,0.3882
2006,13220.3781,0.3861
2007,13069.1147,0.3816
2008,13399.3049,0.3913
2009,13117.5228,0.383
2010,13040.2653,0.3808
2011,12809.9266,0.3741
2012,12939.4764,0.3779
2013,12821.3636,0.3744
2014,12582.3098,0.3674
2015,12461.7983,0.3639
2016,12523.6245,0.3657
2017,12445.9165,0.3634
2018,12657.2772,0.3696
2019,12553.2251,0.3666
2020,12395.7949,0.362
