date,gve_sum,gve_ha
1980,9836.3963,0.4598
1981,9721.3928,0.4544
1982,9606.3893,0.449
1983,9491.3858,0.4436
1984,9376.3822,0.4383
1985,9261.3787,0.4329
1986,9183.1462,0.4292
1987,9104.9136,0.4256
1988,9026.681,0.4219
1989,8948.4484,0.4182
1990,8870.2159,0.4146
1991,8848.7072,0.4136
1992,8827.1985,0.4126
1993,8805.6898,0.4116
1994,8784.1811,0.4106
1995,8762.6724,0.4096
1996,8741.1637,0.4086
1997,8668.976,0.4052
1998,8686.7613,0.406
1999,9184.7109,0.4293
2000,9200.9894,0.4301
2001,9473.7322,0.4428
2002,9421.5276,0.4404
2003,9411.6035,0.4399
2004,9361.4625,0.4376
2005,9555.4843,0.4466
2006,9811.7534,0.4586
2007,9849.3829,0.4604
2008,10080.6774,0.4712
2009,9937.56,0.4645
2010,9873.5507,0.4615
2011,9452.898,0.4418
2012,9896.749,0.4626
2013,9857.9097,0.4608
2014,9691.7065,0.453
2015,9444.4226,0.4414
2016,9513.9173,0.4447
2017,9452.805,0.4418
2018,9371.5578,0.438
2019,9228.2435,0.4313
2020,9128.7178,0.4267
