date,delta_2h,delta_18o
2010-05-31,-77.0,-10.89
2010-06-14,-70.2,-10.25
2010-06-28,-77.1,-11.1
2010-07-12,-66.8,-9.76
2010-07-26,-70.8,-10.38
2010-08-09,-71.8,-10.53
2010-08-23,-72.6,-10.61
2010-09-05,-72.2,-10.59
2010-09-19,-70.5,-10.39
2010-10-04,-73.0,-10.71
2010-10-18,-80.2,-11.42
2010-11-01,-80.2,-11.57
2010-11-14,-76.9,-11.04
2010-12-01,-78.4,-11.15
2010-12-13,-80.8,-11.52
2010-12-27,-82.0,-11.68
2011-01-10,-90.5,-12.69
2011-01-24,-79.9,-11.4
2011-02-07,-78.2,-11.19
2011-02-21,-86.8,-12.16
2011-03-07,-81.0,-11.47
2011-03-21,-84.0,-11.9
2011-04-04,-84.8,-11.87
2011-04-18,-79.0,-11.19
2011-05-02,-77.9,-11.0
2011-05-16,-75.1,-10.7
2011-05-30,-74.4,-10.61
2011-06-14,-72.7,-10.46
2011-06-27,-73.5,-10.58
2011-07-11,-60.0,-8.97
2011-07-25,-70.4,-10.24
2011-08-08,-66.5,-9.72
2011-08-22,-71.1,-10.3
2011-09-05,-57.6,-8.65
2011-09-19,-60.4,-8.97
2011-10-03,-71.0,-10.26
2011-10-17,-69.3,-10.08
2011-10-31,-71.3,-10.43
2011-11-14,-71.9,-10.52
2011-11-28,-72.6,-10.59
2011-12-11,-70.5,-10.42
2011-12-27,-72.2,-10.66
2012-01-09,-72.9,-10.62
2012-01-23,-74.6,-10.86
2012-02-06,-75.4,-10.94
2012-02-13,-74.0,-10.75
2012-02-27,-77.5,-11.13
2012-03-12,-75.4,-11.06
2012-03-26,-80.5,-11.83
2012-04-10,-77.3,-11.32
2012-04-23,-79.1,-11.42
2012-05-07,-81.7,-11.74
2012-05-21,-76.5,-11.26
2012-06-04,-74.0,-10.81
2012-06-18,-74.2,-10.79
2012-07-02,-63.2,-9.22
2012-07-16,-65.1,-9.55
2012-07-30,-64.1,-9.46
2012-08-13,-66.7,-9.69
2012-08-27,-61.4,-9.21
2012-09-10,-68.7,-10.19
2012-09-24,-61.0,-9.17
2012-10-08,-60.8,-9.1
2012-10-22,-69.8,-10.11
2012-11-05,-81.8,-11.72
2012-11-19,-72.2,-10.49
2012-12-03,-77.5,-11.15
2012-12-17,-88.0,-12.61
2013-04-22,-93.1,-13.08
2013-05-07,-86.1,-12.37
2013-05-22,-87.1,-12.3
2013-06-03,-84.5,-12.1
2013-06-18,-79.4,-11.42
2013-07-01,-77.7,-11.21
2013-07-15,-77.2,-11.07
2013-07-29,-70.1,-10.13
2013-08-12,-74.5,-10.8
2013-08-26,-65.6,-9.8
2013-09-09,-69.4,-10.42
2013-09-22,-74.1,-10.87
2013-10-06,-72.3,-10.57
2013-10-21,-75.6,-11.03
2013-11-04,-77.6,-11.21
2013-11-18,-80.2,-11.63
2013-12-02,-79.7,-11.41
2013-12-16,-77.9,-11.21
2014-01-13,-84.0,-11.97
2014-01-27,-85.1,-12.06
2014-02-10,-85.4,-12.03
2014-02-24,-87.7,-12.36
2014-03-10,-91.8,-12.92
2014-03-24,-93.2,-13.08
2014-04-07,-95.3,-13.41
2014-04-21,-88.1,-12.49
2014-05-05,-89.2,-12.59
2014-05-19,-85.5,-12.13
2014-06-02,-81.7,-11.62
2014-06-16,-78.0,-11.13
2014-06-30,-73.9,-10.66
2014-07-14,-75.4,-10.91
2014-07-28,-75.7,-11.0
2014-08-12,-72.0,-10.49
2014-08-25,-70.8,-10.38
2014-09-07,-74.8,-10.86
2014-09-21,-69.3,-10.27
2014-10-06,-69.8,-10.24
2014-10-20,-71.8,-10.45
2014-11-03,-73.3,-10.69
2014-11-17,-84.3,-12.15
2014-12-01,-77.4,-11.26
2014-12-15,-76.9,-11.14
2014-12-29,-82.3,-11.78
2015-01-12,-83.5,-11.93
2015-01-19,-83.0,-11.86
2015-01-26,-79.9,-11.49
2015-02-02,-82.9,-11.88
2015-02-09,-79.6,-11.46
2015-02-16,-81.4,-11.64
2015-02-23,-81.5,-11.68
2015-03-02,-104.9,-14.31
2015-03-09,-85.9,-12.09
2015-03-16,-86.6,-12.31
2015-03-23,-89.2,-12.68
2015-03-30,-103.1,-14.26
