date,delta_2h,delta_18o
2010-05-31,-71.5,-10.3
2010-06-14,-67.2,-9.81
2010-06-28,-73.5,-10.76
2010-07-12,-65.4,-9.59
2010-07-26,-69.2,-10.12
2010-08-09,-71.5,-10.31
2010-08-23,-71.3,-10.33
2010-09-05,-70.8,-10.32
2010-09-19,-69.1,-10.13
2010-10-04,-71.5,-10.39
2010-10-18,-78.0,-11.13
2010-11-01,-73.7,-10.67
2010-11-14,-73.9,-10.71
2010-12-01,-77.2,-11.09
2010-12-13,-78.3,-11.23
2010-12-27,-80.3,-11.53
2011-01-10,-96.0,-13.47
2011-01-24,-77.1,-11.14
2011-02-07,-76.6,-11.03
2011-02-21,-89.5,-12.53
2011-03-07,-79.1,-11.36
2011-03-21,-80.4,-11.41
2011-04-04,-76.4,-10.94
2011-04-18,-74.5,-10.77
2011-05-02,-73.6,-10.59
2011-05-16,-71.1,-10.39
2011-05-30,-71.8,-10.4
2011-06-14,-69.2,-10.04
2011-06-27,-71.3,-10.48
2011-07-11,-59.5,-9.04
2011-07-25,-68.8,-10.23
2011-08-08,-66.1,-9.75
2011-08-22,-69.5,-10.25
2011-09-05,-52.6,-8.16
2011-09-19,-57.1,-8.68
2011-10-03,-69.9,-10.26
2011-10-17,-68.4,-10.08
2011-10-31,-69.7,-10.16
2011-11-14,-70.6,-10.26
2011-11-28,-71.5,-10.4
2011-12-11,-67.5,-9.92
2011-12-27,-70.3,-10.38
2012-01-09,-72.1,-10.34
2012-01-23,-71.2,-10.59
2012-02-06,-72.2,-10.72
2012-02-13,-71.6,-10.57
2012-02-27,-74.7,-11.01
2012-03-12,-73.4,-10.82
2012-03-26,-76.2,-11.16
2012-04-10,-74.9,-10.94
2012-04-23,-75.1,-10.79
2012-05-07,-77.9,-11.04
2012-05-21,-71.9,-10.37
2012-06-04,-72.1,-10.21
2012-06-18,-71.1,-10.39
2012-07-02,-59.9,-9.06
2012-07-16,-60.0,-8.96
2012-07-30,-64.3,-9.49
2012-08-13,-65.3,-9.57
2012-08-27,-60.3,-9.04
2012-09-10,-68.2,-10.07
2012-09-24,-59.0,-8.96
2012-10-08,-59.8,-8.94
2012-10-22,-68.9,-9.93
2012-11-05,-80.2,-11.59
2012-11-19,-70.5,-10.29
2012-12-03,-77.7,-11.17
2012-12-17,-90.9,-13.04
2013-02-16,-76.1,-11.0
2013-04-22,-92.9,-13.11
2013-05-07,-69.6,-10.39
2013-05-22,-82.2,-11.58
2013-06-03,-81.4,-11.69
2013-06-18,-76.2,-11.03
2013-07-01,-75.0,-10.93
2013-07-15,-74.4,-10.83
2013-07-29,-68.0,-9.88
2013-08-12,-73.6,-10.72
2013-08-26,-65.9,-9.79
2013-09-09,-66.8,-9.96
2013-09-22,-73.3,-10.74
2013-10-06,-69.9,-10.21
2013-10-21,-74.5,-10.85
2013-11-04,-75.2,-10.89
2013-11-18,-78.5,-11.35
2013-12-02,-77.8,-11.24
2014-01-13,-84.3,-12.03
2014-01-27,-85.7,-12.19
2014-02-10,-89.7,-12.63
2014-02-24,-91.2,-12.82
2014-03-10,-93.9,-13.17
2014-03-24,-94.7,-13.22
2014-04-07,-84.5,-12.0
2014-04-21,-80.4,-11.5
2014-05-05,-85.2,-12.12
2014-05-19,-81.1,-11.58
2014-06-02,-79.0,-11.29
2014-06-16,-75.3,-10.81
2014-06-30,-70.1,-10.16
2014-07-14,-75.1,-10.91
2014-07-28,-75.7,-10.98
2014-08-12,-73.1,-10.65
2014-08-25,-70.6,-10.34
2014-09-08,-75.6,-10.94
2014-09-22,-67.6,-9.96
2014-10-06,-63.3,-9.48
2014-10-20,-71.4,-10.42
2014-11-03,-73.7,-10.73
2014-11-17,-82.2,-11.85
2014-12-01,-77.3,-11.16
2014-12-15,-78.4,-11.36
2014-12-29,-82.3,-11.81
2015-01-12,-82.0,-11.77
2015-01-19,-81.2,-11.64
2015-01-26,-79.4,-11.45
2015-02-02,-82.7,-11.86
2015-02-09,-80.1,-11.52
2015-02-16,-81.1,-11.64
2015-02-23,-81.7,-11.72
2015-03-02,-103.7,-14.2
2015-03-09,-84.9,-12.08
2015-03-16,-87.5,-12.47
2015-03-23,-90.8,-12.9
2015-03-30,-97.9,-13.48
2015-04-07,-82.2,-11.75
2015-04-13,-81.0,-11.63
2015-04-20,-77.8,-11.16
2015-04-27,-77.9,-11.15
2015-05-04,-89.1,-12.26
2015-05-11,-80.5,-11.38
2015-05-18,-80.2,-11.3
2015-05-25,-68.7,-9.75
2015-06-08,-72.5,-10.29
2015-06-15,-67.4,-9.6
2015-06-22,-66.8,-9.55
2015-06-29,-76.9,-10.93
2015-07-06,-72.4,-10.34
2015-07-13,-74.6,-10.75
2015-07-20,-50.0,-7.84
2015-07-27,-69.9,-10.05
2015-08-03,-70.9,-10.27
2015-08-10,-71.3,-10.37
2015-08-17,-70.2,-10.13
2015-08-24,-75.9,-10.72
2015-08-31,-75.5,-10.7
2015-09-07,-69.8,-9.95
2015-09-14,-73.8,-10.45
2015-09-21,-70.5,-9.94
2015-09-28,-73.6,-10.47
2015-10-05,-75.4,-10.76
2015-10-12,-71.3,-10.33
2015-10-19,-68.7,-10.06
2015-10-26,-73.5,-10.62
2015-11-02,-74.1,-10.69
2015-11-09,-73.7,-10.65
2015-11-16,-74.0,-10.66
2015-11-23,-77.8,-11.05
2015-11-30,-82.5,-11.75
2015-12-07,-78.1,-11.19
2015-12-14,-77.5,-11.09
2015-12-21,-77.0,-11.05
2015-12-28,-76.6,-10.97
2016-01-04,-80.5,-11.46
2016-01-11,-85.5,-12.01
2016-01-18,-79.4,-11.35
2016-01-25,-78.7,-11.28
2016-02-01,-82.7,-11.8
2016-02-08,-79.8,-11.36
2016-02-15,-81.5,-11.57
2016-02-22,-82.3,-11.67
2016-02-29,-80.5,-11.43
2016-03-07,-81.7,-11.51
2016-03-14,-82.5,-11.61
2016-03-21,-86.0,-12.02
2016-03-29,-84.5,-11.84
2016-04-04,-82.4,-11.57
2016-04-11,-80.1,-11.29
2016-04-18,-82.5,-11.58
2016-04-25,-81.3,-11.44
2016-05-02,-81.0,-11.56
2016-05-09,-78.9,-11.17
2016-05-17,-80.3,-11.38
