date,delta_2h,delta_18o
2010-07-18,-83.9,-11.79
2010-08-06,-78.6,-11.39
2010-08-20,-76.6,-11.17
2010-09-03,-76.1,-11.14
2010-09-17,-72.7,-10.78
2010-10-01,-74.7,-10.66
2010-10-20,-71.4,-10.54
2010-11-05,-73.1,-10.88
2010-11-19,-75.1,-11.15
2010-12-03,-75.5,-11.18
2010-12-20,-75.9,-11.14
2011-01-07,-76.4,-11.15
2011-01-21,-75.7,-11.04
2011-02-04,-75.9,-11.11
2011-02-18,-76.6,-11.19
2011-03-04,-76.6,-11.24
2011-03-18,-77.4,-11.34
2011-04-01,-78.2,-11.3
2011-04-17,-80.5,-11.63
2011-05-06,-83.1,-11.94
2011-05-20,-86.0,-12.39
2011-06-03,-82.2,-11.88
2011-06-17,-80.6,-11.75
2011-07-01,-77.1,-11.17
2011-07-18,-60.6,-9.25
2011-08-05,-68.7,-10.11
2011-08-19,-67.3,-9.87
2011-09-02,-67.6,-10.01
2011-09-18,-62.0,-9.26
2011-10-07,-64.6,-9.6
2011-10-21,-66.1,-9.82
2011-11-04,-66.5,-9.8
2011-11-18,-68.6,-9.88
2011-12-02,-69.3,-10.12
2011-12-19,-70.3,-10.29
2012-01-06,-72.3,-10.53
2012-01-20,-71.9,-10.54
2012-02-03,-75.2,-11.02
2012-02-16,-74.8,-10.99
2012-03-02,-77.5,-11.26
2012-03-19,-77.9,-11.22
2012-04-06,-79.3,-11.34
2012-04-20,-78.4,-11.44
2012-07-06,-78.0,-11.41
2012-07-20,-79.2,-11.54
2012-08-03,-77.0,-11.23
2012-08-15,-71.7,-10.47
2012-09-07,-66.1,-9.9
2012-09-19,-67.4,-10.07
2012-10-05,-61.3,-9.28
2012-10-19,-62.7,-9.48
2012-11-02,-64.1,-9.57
2012-11-18,-67.5,-10.03
2012-12-07,-70.3,-10.46
2012-12-20,-70.4,-10.41
