date,delta_2h,delta_18o
2010-10-05,-99.7,-13.9
2010-10-19,-100.3,-13.93
2010-11-09,-100.9,-14.01
2010-11-17,-101.8,-14.04
2010-11-30,-101.1,-13.92
2010-12-14,-100.6,-13.99
2010-12-31,-100.0,-13.97
2011-01-22,-100.7,-14.03
2011-02-04,-100.5,-14.02
2011-03-07,-100.9,-14.05
2011-03-26,-102.1,-14.21
2011-04-10,-107.7,-14.93
2011-04-25,-106.6,-14.77
2011-05-17,-107.1,-14.77
2011-05-30,-108.5,-15.04
2011-06-26,-105.2,-14.69
2011-07-26,-101.4,-14.18
2011-08-16,-99.4,-13.89
2011-09-01,-98.3,-13.8
2011-09-27,-96.8,-13.52
2011-10-11,-96.9,-13.59
2011-10-24,-98.2,-13.78
2011-11-09,-97.9,-13.69
2011-12-08,-100.4,-13.82
2011-12-28,-99.7,-13.92
2012-01-14,-100.4,-13.94
2012-01-27,-100.7,-14.01
2012-02-28,-100.4,-14.04
2012-03-16,-101.4,-14.11
2012-04-07,-103.8,-14.37
2012-04-26,-104.9,-14.41
2012-05-15,-108.0,-14.85
2012-06-04,-110.9,-15.48
2012-06-21,-108.4,-15.12
2012-07-03,-105.1,-14.63
2012-08-06,-98.2,-13.78
2012-09-07,-95.4,-13.48
2012-10-01,-93.5,-13.26
2012-10-17,-96.3,-13.56
2012-11-12,-97.1,-13.49
2012-11-26,-97.9,-13.61
2012-12-13,-98.8,-13.87
2013-01-16,-99.2,-13.96
2013-02-01,-99.5,-13.97
2013-02-24,-100.3,-13.93
2013-03-01,-99.5,-13.97
2013-03-27,-100.9,-14.14
2013-04-10,-100.8,-14.06
2013-04-27,-110.2,-15.23
2013-05-21,-106.8,-14.77
2013-06-03,-105.7,-14.57
2013-06-25,-108.3,-14.95
2013-07-08,-109.5,-15.12
2013-07-22,-106.9,-14.8
2013-08-23,-102.4,-14.23
2013-09-09,-98.5,-13.77
2013-09-24,-100.4,-14.07
2013-10-04,-99.4,-13.94
2014-01-22,-101.1,-14.3
2014-02-27,-101.1,-14.2
2014-03-19,-102.3,-14.4
2014-04-03,-103.7,-14.5
2014-04-23,-105.0,-14.6
2014-05-01,-103.9,-14.5
2014-07-03,-103.8,-14.5
2014-08-05,-101.1,-14.1
2014-08-17,-99.7,-13.9
2014-09-03,-98.5,-13.8
2014-09-26,-99.2,-13.9
2014-10-09,-99.2,-14.0
2014-11-03,-98.3,-13.7
2014-11-19,-99.5,-13.9
2014-12-09,-99.8,-13.9
2014-12-27,-100.0,-13.9
2015-01-15,-100.2,-14.0
2015-02-09,-100.4,-14.0
2015-02-22,-101.5,-14.1
2015-03-12,-100.6,-14.0
2015-03-30,-103.5,-14.4
2015-04-27,-102.9,-14.3
2015-05-21,-102.8,-14.4
2015-06-01,-103.6,-14.3
2015-06-23,-101.3,-13.9
2015-07-08,-103.0,-14.3
2015-07-22,-99.5,-13.8
2015-09-03,-94.3,-13.1
2015-09-18,-95.4,-13.3
2015-10-02,-97.3,-13.5
2015-10-10,-96.6,-13.5
2015-11-04,-98.0,-13.6
2015-11-24,-99.3,-13.8
2015-12-14,-99.1,-13.7
2016-01-04,-100.8,-13.9
2016-01-23,-100.2,-13.8
2016-03-02,-100.4,-13.9
2016-03-16,-99.1,-13.7
2016-03-30,-101.1,-13.9
2016-04-22,-102.1,-14.0
2016-06-02,-106.6,-14.7
2016-06-23,-107.2,-14.7
2016-07-28,-102.0,-14.1
2016-08-20,-95.7,-13.2
2016-10-08,-99.5,-13.8
2016-10-31,-98.8,-13.6
2016-11-26,-99.4,-13.7
2017-01-07,-100.1,-13.83
2017-02-09,-100.9,-13.94
2017-04-04,-103.5,-14.25
2017-04-20,-101.3,-13.94
2017-05-09,-101.3,-13.94
2017-07-07,-98.5,-13.64
2017-07-24,-93.5,-13.05
2017-08-23,-94.4,-13.12
2017-09-21,-94.4,-13.11
2017-11-05,-95.2,-13.21
2017-12-20,-97.6,-13.52
2018-01-11,-98.0,-13.57
2018-02-20,-99.2,-13.69
2018-02-25,-99.2,-13.7
2018-04-05,-101.1,-13.93
2018-04-27,-104.3,-14.36
2018-05-10,-104.2,-14.36
2018-06-12,-107.3,-14.8
2018-06-12,-107.3,-14.84
