date,delta_2h,delta_18o
2010-10-12,-70.0,-10.08
2010-10-26,-71.6,-10.35
2010-11-08,-76.9,-10.96
2010-11-22,-74.9,-10.69
2010-12-07,-90.9,-12.82
2010-12-20,-75.2,-10.74
2011-01-03,-74.3,-10.62
2011-01-17,-78.4,-11.21
2011-01-31,-74.1,-10.52
2011-02-14,-73.4,-10.51
2011-02-27,-76.7,-10.91
2011-03-13,-76.9,-10.83
2011-03-28,-81.3,-11.55
2011-04-11,-78.9,-11.14
2011-04-25,-75.3,-10.76
2011-08-29,-65.3,-9.51
2011-09-12,-67.3,-9.67
2011-10-17,-67.5,-9.72
2011-10-31,-69.5,-10.1
2011-11-14,-70.0,-9.98
2011-12-01,-70.2,-10.1
2011-12-19,-70.2,-10.05
2012-01-02,-74.2,-10.7
2012-01-29,-72.7,-10.44
2012-02-28,-72.8,-10.43
2012-03-13,-72.9,-10.48
2012-04-03,-76.8,-10.97
2012-04-16,-76.4,-10.9
2012-06-10,-70.1,-10.15
2012-06-25,-67.5,-9.79
2012-07-08,-66.7,-9.72
2012-07-22,-68.0,-9.8
2012-08-05,-61.6,-9.05
2012-08-19,-67.5,-9.74
2012-09-03,-64.9,-9.45
2012-09-17,-66.6,-9.68
2012-10-02,-65.8,-9.6
2012-10-14,-66.4,-9.7
2012-10-28,-72.0,-10.33
2012-11-12,-73.4,-10.58
2012-11-24,-70.2,-10.18
2012-12-09,-71.6,-10.31
2012-12-24,-79.3,-11.36
2013-01-06,-74.2,-10.61
2013-01-21,-73.4,-10.59
2013-02-02,-82.4,-11.67
2013-02-17,-74.6,-10.68
2013-03-04,-74.3,-10.56
2013-03-18,-79.7,-11.24
2013-04-01,-83.2,-11.75
2013-04-13,-87.6,-12.34
2013-04-29,-84.1,-11.96
2013-05-12,-78.7,-11.26
2013-05-26,-78.8,-11.25
2013-06-09,-77.7,-11.12
2013-06-23,-75.2,-10.81
2013-07-08,-74.5,-10.66
2013-07-22,-72.8,-10.43
2013-08-04,-74.6,-10.69
2013-08-19,-67.7,-9.79
2013-08-31,-70.7,-10.16
2013-09-16,-69.9,-10.04
2013-09-29,-71.3,-10.33
2013-10-14,-74.7,-10.82
2013-10-28,-71.2,-10.33
2013-11-11,-76.9,-11.0
2013-11-25,-75.2,-10.68
2013-12-09,-75.7,-10.78
2013-12-22,-77.5,-10.98
2014-01-06,-86.0,-12.04
2014-01-20,-81.2,-11.46
2014-02-02,-80.1,-11.38
2014-02-17,-83.3,-11.74
2014-03-02,-80.5,-11.41
2014-03-30,-84.4,-11.95
2014-04-14,-85.6,-12.11
2014-04-17,-88.5,-12.46
2014-04-27,-85.9,-12.09
2014-05-12,-79.9,-11.31
2014-05-25,-79.1,-11.28
2014-06-11,-75.4,-10.81
2014-06-21,-75.3,-10.75
2014-07-19,-74.9,-10.74
2014-08-03,-72.0,-10.34
2014-08-18,-72.4,-10.44
2014-09-01,-63.5,-9.4
2014-09-15,-72.7,-10.45
2014-09-28,-70.4,-10.19
2014-10-13,-70.4,-10.14
2014-10-26,-68.1,-9.92
2014-11-09,-74.1,-10.69
2014-11-23,-74.9,-10.81
2014-12-07,-73.9,-10.63
2014-12-22,-75.5,-10.84
2015-01-04,-82.4,-11.8
2015-01-19,-76.0,-10.9
2015-01-31,-76.0,-11.12
2015-02-16,-75.4,-11.06
2015-03-01,-77.3,-11.24
2015-03-15,-77.7,-11.34
2015-03-30,-91.3,-13.0
2015-04-13,-80.8,-11.72
2015-04-27,-79.9,-11.63
2015-05-12,-77.6,-11.25
2015-05-25,-76.7,-11.16
2015-06-07,-70.9,-10.13
2015-07-05,-73.7,-10.44
2015-07-18,-71.6,-10.14
2015-08-02,-70.4,-9.91
2015-08-17,-68.1,-9.71
2015-08-30,-70.7,-10.01
2015-09-12,-72.1,-10.21
2015-09-27,-71.3,-10.12
2015-10-11,-71.7,-10.17
2015-10-25,-72.3,-10.26
2015-11-08,-73.3,-10.39
2015-11-22,-75.5,-10.61
2015-12-06,-75.2,-10.63
2015-12-20,-76.0,-10.78
2016-01-03,-75.4,-10.68
2016-01-17,-76.3,-10.75
2016-01-31,-80.6,-11.31
2016-02-14,-78.5,-11.0
2016-02-28,-77.5,-10.86
2016-03-13,-77.3,-10.85
2016-03-27,-80.3,-11.26
2016-04-10,-80.0,-11.24
2016-04-24,-77.0,-10.86
2016-05-11,-78.8,-11.15
2016-05-22,-78.9,-11.13
2016-06-05,-78.4,-11.03
2016-06-19,-75.7,-10.63
2016-07-03,-70.6,-10.0
2016-07-15,-68.8,-9.83
2016-08-01,-67.5,-9.63
2016-08-14,-72.2,-10.21
2016-08-29,-71.7,-10.17
2016-09-11,-70.9,-9.98
2016-10-02,-69.7,-9.98
2016-10-09,-71.8,-10.1
2016-10-23,-71.1,-9.98
2016-11-06,-77.4,-10.91
2016-11-20,-73.3,-10.44
2016-12-04,-73.9,-10.43
2016-12-18,-73.8,-10.37
2017-01-01,-73.9,-10.44
2017-01-16,-73.6,-10.37
2017-01-29,-74.0,-10.45
2017-02-12,-75.1,-10.58
2017-02-26,-76.6,-10.8
2017-03-12,-75.4,-10.7
2017-03-26,-77.8,-11.02
2017-04-09,-76.1,-10.76
2017-04-23,-74.7,-10.54
2017-05-07,-79.3,-11.19
2017-05-21,-76.5,-10.83
2017-06-04,-63.7,-8.82
2017-06-18,-72.8,-10.31
2017-07-02,-71.8,-10.16
2017-07-16,-70.8,-10.02
2017-07-30,-69.3,-9.89
2017-08-13,-66.7,-9.59
2017-08-27,-68.6,-9.82
2017-09-10,-69.8,-9.94
2017-09-24,-69.3,-9.91
2017-10-08,-68.6,-9.82
2017-10-22,-68.7,-9.86
2017-11-05,-77.8,-10.86
2017-11-19,-70.0,-9.95
2017-12-03,-71.4,-10.13
2017-12-17,-73.8,-10.52
2017-12-31,-76.2,-10.89
2018-01-14,-74.4,-10.61
2018-01-28,-74.5,-10.58
2018-02-11,-74.5,-10.57
2018-02-25,-74.3,-10.52
2018-03-11,-78.7,-11.04
2018-03-25,-75.9,-10.7
2018-04-08,-80.5,-11.27
2018-04-22,-82.0,-11.57
2018-05-06,-79.0,-11.21
2018-05-20,-75.9,-10.76
2018-05-20,-75.9,-10.76
2018-06-03,-74.2,-10.53
2018-06-03,-74.2,-10.53
2018-06-17,-72.5,-10.28
2018-06-17,-72.5,-10.28
2018-07-01,-73.3,-10.31
2018-07-01,-73.3,-10.31
2018-07-15,-68.5,-9.76
2018-07-15,-68.5,-9.76
2018-07-29,-69.4,-9.91
2018-07-29,-69.4,-9.91
2018-08-12,-68.6,-9.75
2018-08-12,-68.6,-9.75
2018-08-26,-68.8,-9.77
2018-08-26,-68.8,-9.77
2018-09-09,-69.2,-9.85
2018-09-09,-69.2,-9.85
2018-09-23,-69.7,-9.92
2018-09-23,-69.7,-9.92
2018-10-07,-70.9,-10.12
2018-10-07,-70.9,-10.12
2018-10-21,-65.4,-9.48
2018-10-21,-65.4,-9.48
2018-11-04,-70.9,-10.16
2018-11-04,-70.9,-10.16
2018-11-18,-72.0,-10.19
2018-11-18,-72.0,-10.19
2018-12-02,-72.2,-10.27
2018-12-02,-72.2,-10.27
2018-12-16,-74.2,-10.5
2018-12-16,-74.2,-10.5
2018-12-30,-74.0,-10.51
2018-12-30,-74.0,-10.51
2019-01-13,-73.7,-10.43
2019-01-27,-74.6,-10.59
2019-02-10,-75.8,-10.8
2019-02-24,-76.1,-10.8
