date,delta_2h,delta_18o
2010-07-22,-62.3,-8.89
2010-08-03,-61.9,-8.79
2010-08-13,-63.1,-8.96
2010-08-20,-66.2,-9.41
2010-08-27,-60.8,-8.59
2010-09-06,-65.5,-9.34
2010-09-14,-64.5,-9.22
2010-09-23,-64.9,-9.25
2010-10-04,-64.9,-9.23
2010-10-29,-66.2,-9.35
2010-11-12,-71.8,-9.85
2010-11-26,-72.5,-10.04
2010-12-10,-70.9,-9.86
2010-12-23,-72.0,-10.08
2011-01-07,-74.1,-10.38
2011-01-21,-68.4,-9.61
2011-02-04,-67.7,-9.57
2011-02-18,-67.0,-9.57
2011-03-04,-68.4,-9.8
2011-03-18,-67.0,-9.58
2011-04-01,-67.8,-9.62
2011-04-15,-66.8,-9.56
2011-04-29,-65.9,-9.45
2011-05-13,-64.8,-9.16
2011-05-27,-65.1,-9.15
2011-06-10,-64.8,-9.18
2011-06-24,-62.5,-8.83
2011-07-08,-52.5,-7.78
2011-07-22,-64.6,-9.1
2011-08-02,-65.2,-9.17
2011-08-12,-63.4,-8.9
2011-08-30,-63.0,-8.78
2011-09-09,-63.4,-8.94
2011-09-23,-63.2,-8.94
2011-10-07,-55.1,-8.02
2011-10-21,-66.2,-9.47
2011-11-04,-65.6,-9.3
2011-11-18,-65.2,-9.26
2011-12-02,-65.1,-9.28
2011-12-16,-75.5,-10.5
2011-12-30,-68.3,-9.75
2012-01-13,-66.5,-9.43
2012-01-27,-66.5,-9.45
2012-02-10,-66.5,-9.43
2012-02-24,-67.1,-9.46
2012-03-09,-66.0,-9.5
2012-03-23,-67.1,-9.57
2012-04-05,-60.0,-8.79
2012-04-20,-66.8,-9.62
2012-05-04,-65.8,-9.45
2012-05-16,-65.1,-9.27
2012-06-01,-63.9,-9.1
2012-06-15,-65.3,-9.42
2012-06-29,-60.6,-8.74
2012-07-13,-63.6,-9.14
2012-07-27,-64.8,-9.28
2012-08-10,-63.5,-9.09
2012-08-24,-49.3,-7.34
2012-08-31,-54.2,-8.03
2012-09-18,-62.9,-9.07
2012-09-28,-62.1,-8.97
2012-10-12,-61.7,-8.92
2012-10-26,-63.8,-9.16
2012-11-09,-63.8,-9.22
2012-11-23,-64.9,-9.12
2012-12-07,-66.3,-9.39
2012-12-21,-69.4,-9.8
2013-01-04,-66.5,-9.4
2013-01-18,-66.5,-9.44
2013-02-01,-68.4,-9.72
2013-02-15,-67.1,-9.49
2013-03-01,-67.8,-9.72
2013-03-15,-68.4,-9.8
2013-03-28,-69.5,-9.96
2013-04-12,-79.8,-11.11
2013-04-26,-68.6,-9.78
2013-05-08,-67.7,-9.67
2013-05-24,-67.0,-9.56
2013-06-07,-68.7,-9.81
2013-06-20,-68.0,-9.72
2013-07-05,-66.3,-9.46
2013-07-22,-66.5,-9.5
2013-08-05,-63.9,-9.2
2013-08-23,-66.1,-9.43
2013-09-06,-65.8,-9.38
2013-09-20,-65.7,-9.44
2013-10-07,-67.1,-9.55
2013-10-18,-67.4,-9.63
2013-10-31,-66.4,-9.5
2013-11-15,-67.9,-9.66
2013-11-29,-68.2,-9.65
2013-12-13,-67.7,-9.58
2013-12-27,-76.6,-10.77
2014-01-10,-69.5,-9.89
2014-01-24,-72.7,-10.26
2014-02-06,-69.7,-9.92
2014-02-21,-70.0,-9.93
2014-03-07,-69.1,-9.85
2014-03-21,-69.1,-9.81
2014-04-04,-68.3,-9.71
2014-04-17,-66.3,-9.49
2014-05-02,-72.6,-10.24
2014-05-16,-70.0,-9.94
2014-06-03,-67.6,-9.6
2014-06-13,-60.5,-8.69
2014-06-27,-65.2,-9.27
2014-07-11,-65.0,-9.28
2014-07-25,-68.3,-9.7
2014-08-08,-67.1,-9.56
2014-08-22,-67.6,-9.61
2014-09-05,-66.6,-9.52
2014-09-19,-67.0,-9.54
2014-10-03,-66.6,-9.49
2014-10-17,-61.5,-8.83
2014-10-31,-66.7,-9.5
2014-11-14,-70.0,-9.92
2014-11-28,-67.8,-9.86
2014-12-12,-68.0,-9.89
2014-12-30,-69.3,-10.03
2015-01-09,-69.3,-10.07
2015-01-23,-69.1,-10.04
2015-02-09,-68.4,-9.95
2015-02-20,-70.2,-10.1
2015-03-06,-71.9,-10.31
2015-03-20,-71.6,-10.28
2015-04-01,-70.3,-10.06
2015-04-17,-72.2,-10.23
2015-04-30,-74.0,-10.35
2015-05-13,-74.2,-10.41
2015-05-29,-75.3,-10.39
2015-06-12,-69.0,-9.69
2015-06-26,-69.0,-9.69
2015-07-10,-68.2,-9.51
2015-07-24,-67.3,-9.41
2015-08-07,-67.0,-9.41
2015-08-21,-65.2,-9.17
2015-09-04,-65.7,-9.18
2015-09-18,-66.7,-9.33
2015-10-02,-66.6,-9.29
2015-10-15,-67.0,-9.41
2015-10-30,-72.3,-10.07
2015-11-13,-67.5,-9.45
2015-11-27,-69.6,-9.71
2015-12-11,-68.6,-9.6
2015-12-23,-67.8,-9.5
