date,mean late summer Secchi depth
1984,1.08
1985,2.01
1986,1.71
1987,2.81
1988,1.31
1989,2.17
1990,2.67
1991,1.85
1992,2.67
1993,3.27
1994,1.98
1995,3.59
1996,1.53
1997,3.25
1998,3.0
1999,2.48
2000,2.31
2001,1.62
2002,1.85
2003,3.4
2004,2.96
2005,3.8
2006,2.26
2007,3.28
2008,3.06
2009,3.3
2010,4.44
2011,2.79
2012,3.03
2013,2.49
2014,2.32
2015,3.02
2016,2.68
2017,3.38
2018,3.51
2019,4.98
2020,3.43
2021,3.06
2022,3.35
2023,1.94
