date,mean early autumn hypolimnetic oxygen concentration
1984,3.2
1985,1.27
1986,1.2
1987,3.48
1988,3.22
1989,0.12
1990,1.62
1991,0.36
1992,0.19
1993,1.96
1994,3.01
1995,2.03
1996,2.54
1997,1.57
1998,2.64
1999,0.87
2000,0.53
2001,1.03
2002,1.11
2003,0.94
2004,2.94
2005,2.29
2006,2.04
2007,1.85
2008,1.99
2009,0.2
2010,1.8
2011,0.02
2012,0.31
2013,1.59
2014,0.31
2015,2.91
2016,1.24
2017,0.64
2018,0.18
2019,0.28
2020,0.8
2021,1.36
2022,0.71
2023,0.79
